epoch,model_ppl,model_acc,model_epsilon,model_delta,model_alpha,inference_ppl_acc,inference_lower_ppl_acc,inference_gpt2_acc,inference_zlip_acc,TOTAL_CANDIDATES,model_path
0,50434.7281136,0.0,0.152,8e-05,63.0,0.53,0.51,0.516,0.558,1000,model/dp/20210423/224844/data-wikitext-2-add10b_model-LSTM_ebd-200_hid-200_bi-False_lay-1_tie-False_tok-50258_bs-7_bptt-35_lr-0.1_dp-True_partial-False_0hidden-False_sigma-0.5_norm-0.25_dl-8e-05.pt_ppl-50434.7281136_acc-0.00000_epoch-0_ep-0.152_dl-8e-05_ap-63.00
1,922.6999646,0.20571,2.851,8e-05,4.5,0.366,0.49,0.506,0.366,1000,model/dp/20210423/224844/data-wikitext-2-add10b_model-LSTM_ebd-200_hid-200_bi-False_lay-1_tie-False_tok-50258_bs-7_bptt-35_lr-0.1_dp-True_partial-False_0hidden-False_sigma-0.5_norm-0.25_dl-8e-05.pt_ppl-922.6999646_acc-0.20571_epoch-1_ep-2.851_dl-8e-05_ap-4.50
2,758.7268181,0.22857,2.954,8e-05,4.4,0.362,0.468,0.504,0.364,1000,model/dp/20210423/224844/data-wikitext-2-add10b_model-LSTM_ebd-200_hid-200_bi-False_lay-1_tie-False_tok-50258_bs-7_bptt-35_lr-0.1_dp-True_partial-False_0hidden-False_sigma-0.5_norm-0.25_dl-8e-05.pt_ppl-758.7268181_acc-0.22857_epoch-2_ep-2.954_dl-8e-05_ap-4.40
3,749.7650392,0.21714,3.027,8e-05,4.3,0.356,0.484,0.506,0.354,1000,model/dp/20210423/224844/data-wikitext-2-add10b_model-LSTM_ebd-200_hid-200_bi-False_lay-1_tie-False_tok-50258_bs-7_bptt-35_lr-0.1_dp-True_partial-False_0hidden-False_sigma-0.5_norm-0.25_dl-8e-05.pt_ppl-749.7650392_acc-0.21714_epoch-3_ep-3.027_dl-8e-05_ap-4.30
4,772.5546242,0.23429,3.083,8e-05,4.3,0.354,0.472,0.5,0.352,1000,model/dp/20210423/224844/data-wikitext-2-add10b_model-LSTM_ebd-200_hid-200_bi-False_lay-1_tie-False_tok-50258_bs-7_bptt-35_lr-0.1_dp-True_partial-False_0hidden-False_sigma-0.5_norm-0.25_dl-8e-05.pt_ppl-772.5546242_acc-0.23429_epoch-4_ep-3.083_dl-8e-05_ap-4.30
5,739.0200504,0.22857,3.138,8e-05,4.2,0.35,0.476,0.5,0.348,1000,model/dp/20210423/224844/data-wikitext-2-add10b_model-LSTM_ebd-200_hid-200_bi-False_lay-1_tie-False_tok-50258_bs-7_bptt-35_lr-0.1_dp-True_partial-False_0hidden-False_sigma-0.5_norm-0.25_dl-8e-05.pt_ppl-739.0200504_acc-0.22857_epoch-5_ep-3.138_dl-8e-05_ap-4.20
6,714.0134911,0.25143,3.176,8e-05,4.2,0.348,0.478,0.5,0.35,1000,model/dp/20210423/224844/data-wikitext-2-add10b_model-LSTM_ebd-200_hid-200_bi-False_lay-1_tie-False_tok-50258_bs-7_bptt-35_lr-0.1_dp-True_partial-False_0hidden-False_sigma-0.5_norm-0.25_dl-8e-05.pt_ppl-714.0134911_acc-0.25143_epoch-6_ep-3.176_dl-8e-05_ap-4.20
7,695.9960493,0.24571,3.213,8e-05,4.2,0.344,0.472,0.5,0.348,1000,model/dp/20210423/224844/data-wikitext-2-add10b_model-LSTM_ebd-200_hid-200_bi-False_lay-1_tie-False_tok-50258_bs-7_bptt-35_lr-0.1_dp-True_partial-False_0hidden-False_sigma-0.5_norm-0.25_dl-8e-05.pt_ppl-695.9960493_acc-0.24571_epoch-7_ep-3.213_dl-8e-05_ap-4.20
8,680.0367349,0.24,3.251,8e-05,4.2,0.346,0.482,0.5,0.348,1000,model/dp/20210423/224844/data-wikitext-2-add10b_model-LSTM_ebd-200_hid-200_bi-False_lay-1_tie-False_tok-50258_bs-7_bptt-35_lr-0.1_dp-True_partial-False_0hidden-False_sigma-0.5_norm-0.25_dl-8e-05.pt_ppl-680.0367349_acc-0.24000_epoch-8_ep-3.251_dl-8e-05_ap-4.20
9,666.6632657,0.22857,3.289,8e-05,4.2,0.354,0.49,0.5,0.356,1000,model/dp/20210423/224844/data-wikitext-2-add10b_model-LSTM_ebd-200_hid-200_bi-False_lay-1_tie-False_tok-50258_bs-7_bptt-35_lr-0.1_dp-True_partial-False_0hidden-False_sigma-0.5_norm-0.25_dl-8e-05.pt_ppl-666.6632657_acc-0.22857_epoch-9_ep-3.289_dl-8e-05_ap-4.20
