epoch,model_ppl,model_acc,canary_exposure,canary_rank,canary_ppl,TOTAL_CANDIDATES
0,50434.7282047,0.0,1.9027775698212892,267428,50541.71333605561,1000000
1,2932.9806687,0.06286,0.32034020114718587,800881,39427.45821029202,1000000
2,2197.6120489,0.06286,0.3716892610860043,772877,24491.674000635307,1000000
3,1938.2091335,0.06286,0.26776553849487783,830605,20629.850496733943,1000000
4,1773.0092673,0.06286,0.1215492969033356,919200,20812.012051597365,1000000
5,1652.7388874,0.06286,0.13406377030411676,911261,20423.358016467202,1000000
6,1565.450168,0.06286,0.14568033157173943,903953,20565.98465369979,1000000
7,1496.457639,0.06286,0.06387657656538082,956690,21886.946065808068,1000000
8,1431.4772181,0.06286,0.10483389820492306,929912,20567.53415892624,1000000
9,1364.8181882,0.06286,0.07782499128374809,947485,20898.405817130224,1000000
10,1300.0256431,0.06286,0.05763038135978604,960841,21303.354598307847,1000000
11,1232.8652809,0.08571,0.042667795820577226,970858,21842.327820165494,1000000
12,1159.690349,0.10857,0.04857185038746792,966893,21905.53839912683,1000000
13,1079.2782039,0.11429,0.0649370950527306,955987,20958.580633941587,1000000
14,1005.603185,0.11429,0.07074376946426142,952147,20733.919999278663,1000000
15,946.276826,0.12,0.04008595333316478,972597,21518.12286468803,1000000
16,899.3514718,0.12,0.04830628213696997,967071,20724.245998875842,1000000
17,861.6548403,0.12,0.04048651156941574,972327,21048.180701047855,1000000
18,829.7319385,0.14286,0.03302327259811477,977370,20830.37802309836,1000000
19,803.4151705,0.16,0.05332003739188451,963716,19659.522723363705,1000000
20,774.5410424,0.14286,0.06989399145875552,952708,19809.31473055435,1000000
21,748.7359903,0.14286,0.06628536523623652,955094,20236.835654229617,1000000
22,724.6825708,0.14286,0.11403524324602898,924000,18987.85810649962,1000000
23,703.6489267,0.16,0.14435786667484507,904782,17582.911894513858,1000000
24,685.3083485,0.18286,0.1685150955215704,889758,16648.75066355363,1000000
25,670.3153932,0.19429,0.16881833789399536,889571,16918.870396472194,1000000
26,656.6118582,0.18857,0.19615633289822298,872873,16223.041824443386,1000000
27,643.6223904,0.18857,0.15677668479313667,897027,17247.386719181934,1000000
28,629.6365741,0.2,0.18105457112131162,882058,16891.52394691341,1000000
29,618.3474019,0.18857,0.21106210077692822,863901,17249.334788488686,1000000
30,606.7215245,0.18286,0.22021079319048908,858440,17239.171530752326,1000000
31,594.4449734,0.20571,0.16263314414685226,893393,17928.8512656918,1000000
32,584.4496514,0.20571,0.13680052549376498,909534,17836.461398048254,1000000
33,573.2653182,0.2,0.1648245432513633,892037,17142.633810611307,1000000
34,564.0353632,0.21143,0.1578965011364133,896331,17582.077088980423,1000000
35,553.2054135,0.21714,0.12103458893301067,919528,18335.31848818017,1000000
36,544.0425314,0.21714,0.10724373188273262,928360,18561.07891645766,1000000
37,536.0311235,0.20571,0.11227198636399294,925130,18617.43776388559,1000000
38,529.5967421,0.21714,0.10285717749860623,931187,18585.727786584306,1000000
39,522.7771854,0.22286,0.17840079717154111,883682,16304.588599342169,1000000
40,516.7896967,0.22286,0.16852158132235573,889754,16654.89638463696,1000000
41,510.8955689,0.22286,0.21613437808909453,860869,16168.00051338933,1000000
42,505.6659187,0.23429,0.18221304170081964,881350,16295.469283908295,1000000
43,499.5119834,0.23429,0.21957062629727986,858821,16015.657200781281,1000000
44,494.5247931,0.22857,0.21371813808804418,862312,15937.552993749045,1000000
45,490.1613011,0.22286,0.17193228432134333,887653,16465.474668606916,1000000
46,485.2118012,0.22857,0.18013892513301855,882618,16068.87943996065,1000000
47,479.0836757,0.24,0.13493636925521457,910710,16618.41151491175,1000000
48,474.9780379,0.23429,0.1271113674013904,915663,17218.953293004266,1000000
49,470.7444072,0.24,0.1078110626968396,927995,17948.148508735165,1000000
50,467.8875089,0.24,0.13523580338927843,910521,17266.68089026538,1000000
