epoch,model_ppl,model_acc,canary_exposure,canary_rank,canary_ppl,TOTAL_CANDIDATES,epsilon,delta,alpha,model_path
0,50434.7282047,0.0,1.9027775698212888,267428,50541.71333605561,1000000,0.15,8e-05,63.0,model/dp/20210409/222642/data-wikitext-2-add10b__model-LSTM__ebd-200__hid-200__bi-False__nlayer-1__tied-False__ntokens-50258__bs-7__bptt-35__lr-0.1__dp-True_partial-False__sigma-0.5__maxgradnorm-0.1__delta-8e-05.pt_ppl-50434.7282047_acc-0.00000_epoch-0
1,1735.4783821,0.06286,0.0876168571667008,941076,24434.34451472069,1000000,2.85,8e-05,4.5,model/dp/20210409/222642/data-wikitext-2-add10b__model-LSTM__ebd-200__hid-200__bi-False__nlayer-1__tied-False__ntokens-50258__bs-7__bptt-35__lr-0.1__dp-True_partial-False__sigma-0.5__maxgradnorm-0.1__delta-8e-05.pt_ppl-1735.4783821_acc-0.06286_epoch-1
2,1128.2247041,0.14286,0.4004879554930589,757602,20065.58508809808,1000000,2.95,8e-05,4.4,model/dp/20210409/222642/data-wikitext-2-add10b__model-LSTM__ebd-200__hid-200__bi-False__nlayer-1__tied-False__ntokens-50258__bs-7__bptt-35__lr-0.1__dp-True_partial-False__sigma-0.5__maxgradnorm-0.1__delta-8e-05.pt_ppl-1128.2247041_acc-0.14286_epoch-2
3,818.5818058,0.2,0.4596215258705953,727177,19084.479000658463,1000000,3.03,8e-05,4.3,model/dp/20210409/222642/data-wikitext-2-add10b__model-LSTM__ebd-200__hid-200__bi-False__nlayer-1__tied-False__ntokens-50258__bs-7__bptt-35__lr-0.1__dp-True_partial-False__sigma-0.5__maxgradnorm-0.1__delta-8e-05.pt_ppl-818.5818058_acc-0.20000_epoch-3
4,691.1580813,0.23429,0.1953978915479588,873332,20232.5337349264,1000000,3.08,8e-05,4.3,model/dp/20210409/222642/data-wikitext-2-add10b__model-LSTM__ebd-200__hid-200__bi-False__nlayer-1__tied-False__ntokens-50258__bs-7__bptt-35__lr-0.1__dp-True_partial-False__sigma-0.5__maxgradnorm-0.1__delta-8e-05.pt_ppl-691.1580813_acc-0.23429_epoch-4
5,632.1485496,0.23429,0.4851637035909242,714416,16993.99456542714,1000000,3.14,8e-05,4.2,model/dp/20210409/222642/data-wikitext-2-add10b__model-LSTM__ebd-200__hid-200__bi-False__nlayer-1__tied-False__ntokens-50258__bs-7__bptt-35__lr-0.1__dp-True_partial-False__sigma-0.5__maxgradnorm-0.1__delta-8e-05.pt_ppl-632.1485496_acc-0.23429_epoch-5
6,597.24052,0.24571,0.3845837027371281,766000,18093.41570682654,1000000,3.18,8e-05,4.2,model/dp/20210409/222642/data-wikitext-2-add10b__model-LSTM__ebd-200__hid-200__bi-False__nlayer-1__tied-False__ntokens-50258__bs-7__bptt-35__lr-0.1__dp-True_partial-False__sigma-0.5__maxgradnorm-0.1__delta-8e-05.pt_ppl-597.2405200_acc-0.24571_epoch-6
7,573.9243415,0.25714,0.1640452132369283,892519,24584.336214822302,1000000,3.21,8e-05,4.2,model/dp/20210409/222642/data-wikitext-2-add10b__model-LSTM__ebd-200__hid-200__bi-False__nlayer-1__tied-False__ntokens-50258__bs-7__bptt-35__lr-0.1__dp-True_partial-False__sigma-0.5__maxgradnorm-0.1__delta-8e-05.pt_ppl-573.9243415_acc-0.25714_epoch-7
8,553.5191389,0.25143,0.1626832053430114,893362,22464.45190995354,1000000,3.25,8e-05,4.2,model/dp/20210409/222642/data-wikitext-2-add10b__model-LSTM__ebd-200__hid-200__bi-False__nlayer-1__tied-False__ntokens-50258__bs-7__bptt-35__lr-0.1__dp-True_partial-False__sigma-0.5__maxgradnorm-0.1__delta-8e-05.pt_ppl-553.5191389_acc-0.25143_epoch-8
9,537.0499012,0.25143,0.1191781450299167,920712,21157.0928779546,1000000,3.29,8e-05,4.2,model/dp/20210409/222642/data-wikitext-2-add10b__model-LSTM__ebd-200__hid-200__bi-False__nlayer-1__tied-False__ntokens-50258__bs-7__bptt-35__lr-0.1__dp-True_partial-False__sigma-0.5__maxgradnorm-0.1__delta-8e-05.pt_ppl-537.0499012_acc-0.25143_epoch-9
