epoch,model_ppl,model_acc,canary_exposure,canary_rank,canary_ppl,TOTAL_CANDIDATES,epsilon,delta,alpha,model_path
18,829.7319385,0.14286,0.0330232725981147,977370,20830.37802309836,1000000,3.54,8e-05,4.0,model/dp/20210411/151450/data-wikitext-2-add10b__model-LSTM__ebd-200__hid-200__bi-False__nlayer-1__tied-False__ntokens-50258__bs-7__bptt-35__lr-0.1__dp-True_partial-False_zerohidden-False__sigma-0.5__maxgradnorm-0.02__delta-8e-05.pt_ppl-829.7319385_acc-0.14286_epoch-18
19,803.4151705,0.16,0.0533200373918845,963716,19659.522723363705,1000000,3.56,8e-05,4.0,model/dp/20210411/151450/data-wikitext-2-add10b__model-LSTM__ebd-200__hid-200__bi-False__nlayer-1__tied-False__ntokens-50258__bs-7__bptt-35__lr-0.1__dp-True_partial-False_zerohidden-False__sigma-0.5__maxgradnorm-0.02__delta-8e-05.pt_ppl-803.4151705_acc-0.16000_epoch-19
20,774.5410424,0.14286,0.0698939914587555,952708,19809.31473055435,1000000,3.58,8e-05,4.0,model/dp/20210411/151450/data-wikitext-2-add10b__model-LSTM__ebd-200__hid-200__bi-False__nlayer-1__tied-False__ntokens-50258__bs-7__bptt-35__lr-0.1__dp-True_partial-False_zerohidden-False__sigma-0.5__maxgradnorm-0.02__delta-8e-05.pt_ppl-774.5410424_acc-0.14286_epoch-20
21,748.7359903,0.14286,0.0662853652362365,955094,20236.835654229617,1000000,3.60,8e-05,4.0,model/dp/20210411/151450/data-wikitext-2-add10b__model-LSTM__ebd-200__hid-200__bi-False__nlayer-1__tied-False__ntokens-50258__bs-7__bptt-35__lr-0.1__dp-True_partial-False_zerohidden-False__sigma-0.5__maxgradnorm-0.02__delta-8e-05.pt_ppl-748.7359903_acc-0.14286_epoch-21
22,724.6825708,0.14286,0.1140352432460289,924000,18987.85810649962,1000000,3.62,8e-05,4.0,model/dp/20210411/151450/data-wikitext-2-add10b__model-LSTM__ebd-200__hid-200__bi-False__nlayer-1__tied-False__ntokens-50258__bs-7__bptt-35__lr-0.1__dp-True_partial-False_zerohidden-False__sigma-0.5__maxgradnorm-0.02__delta-8e-05.pt_ppl-724.6825708_acc-0.14286_epoch-22
23,703.6489267,0.16,0.144357866674845,904782,17582.911894513858,1000000,3.64,8e-05,4.0,model/dp/20210411/151450/data-wikitext-2-add10b__model-LSTM__ebd-200__hid-200__bi-False__nlayer-1__tied-False__ntokens-50258__bs-7__bptt-35__lr-0.1__dp-True_partial-False_zerohidden-False__sigma-0.5__maxgradnorm-0.02__delta-8e-05.pt_ppl-703.6489267_acc-0.16000_epoch-23
24,685.3083485,0.18286,0.1685150955215704,889758,16648.75066355363,1000000,3.67,8e-05,4.0,model/dp/20210411/151450/data-wikitext-2-add10b__model-LSTM__ebd-200__hid-200__bi-False__nlayer-1__tied-False__ntokens-50258__bs-7__bptt-35__lr-0.1__dp-True_partial-False_zerohidden-False__sigma-0.5__maxgradnorm-0.02__delta-8e-05.pt_ppl-685.3083485_acc-0.18286_epoch-24
25,670.3153932,0.19429,0.1688183378939953,889571,16918.870396472194,1000000,3.69,8e-05,4.0,model/dp/20210411/151450/data-wikitext-2-add10b__model-LSTM__ebd-200__hid-200__bi-False__nlayer-1__tied-False__ntokens-50258__bs-7__bptt-35__lr-0.1__dp-True_partial-False_zerohidden-False__sigma-0.5__maxgradnorm-0.02__delta-8e-05.pt_ppl-670.3153932_acc-0.19429_epoch-25
26,656.6118582,0.18857,0.1961563328982229,872873,16223.041824443386,1000000,3.71,8e-05,4.0,model/dp/20210411/151450/data-wikitext-2-add10b__model-LSTM__ebd-200__hid-200__bi-False__nlayer-1__tied-False__ntokens-50258__bs-7__bptt-35__lr-0.1__dp-True_partial-False_zerohidden-False__sigma-0.5__maxgradnorm-0.02__delta-8e-05.pt_ppl-656.6118582_acc-0.18857_epoch-26
27,643.6223904,0.18857,0.1567766847931366,897027,17247.386719181934,1000000,3.73,8e-05,4.0,model/dp/20210411/151450/data-wikitext-2-add10b__model-LSTM__ebd-200__hid-200__bi-False__nlayer-1__tied-False__ntokens-50258__bs-7__bptt-35__lr-0.1__dp-True_partial-False_zerohidden-False__sigma-0.5__maxgradnorm-0.02__delta-8e-05.pt_ppl-643.6223904_acc-0.18857_epoch-27
28,629.6365741,0.2,0.1810545711213116,882058,16891.52394691341,1000000,3.75,8e-05,4.0,model/dp/20210411/151450/data-wikitext-2-add10b__model-LSTM__ebd-200__hid-200__bi-False__nlayer-1__tied-False__ntokens-50258__bs-7__bptt-35__lr-0.1__dp-True_partial-False_zerohidden-False__sigma-0.5__maxgradnorm-0.02__delta-8e-05.pt_ppl-629.6365741_acc-0.20000_epoch-28
29,618.3474019,0.18857,0.2110621007769282,863901,17249.334788488686,1000000,3.78,8e-05,4.0,model/dp/20210411/151450/data-wikitext-2-add10b__model-LSTM__ebd-200__hid-200__bi-False__nlayer-1__tied-False__ntokens-50258__bs-7__bptt-35__lr-0.1__dp-True_partial-False_zerohidden-False__sigma-0.5__maxgradnorm-0.02__delta-8e-05.pt_ppl-618.3474019_acc-0.18857_epoch-29
30,606.7215245,0.18286,0.220210793190489,858440,17239.171530752326,1000000,3.79,8e-05,3.9,model/dp/20210411/151450/data-wikitext-2-add10b__model-LSTM__ebd-200__hid-200__bi-False__nlayer-1__tied-False__ntokens-50258__bs-7__bptt-35__lr-0.1__dp-True_partial-False_zerohidden-False__sigma-0.5__maxgradnorm-0.02__delta-8e-05.pt_ppl-606.7215245_acc-0.18286_epoch-30
31,594.4449734,0.20571,0.1626331441468522,893393,17928.8512656918,1000000,3.81,8e-05,3.9,model/dp/20210411/151450/data-wikitext-2-add10b__model-LSTM__ebd-200__hid-200__bi-False__nlayer-1__tied-False__ntokens-50258__bs-7__bptt-35__lr-0.1__dp-True_partial-False_zerohidden-False__sigma-0.5__maxgradnorm-0.02__delta-8e-05.pt_ppl-594.4449734_acc-0.20571_epoch-31
32,584.4496514,0.20571,0.1368005254937649,909534,17836.461398048254,1000000,3.83,8e-05,3.9,model/dp/20210411/151450/data-wikitext-2-add10b__model-LSTM__ebd-200__hid-200__bi-False__nlayer-1__tied-False__ntokens-50258__bs-7__bptt-35__lr-0.1__dp-True_partial-False_zerohidden-False__sigma-0.5__maxgradnorm-0.02__delta-8e-05.pt_ppl-584.4496514_acc-0.20571_epoch-32
33,573.2653182,0.2,0.1648245432513633,892037,17142.633810611307,1000000,3.85,8e-05,3.9,model/dp/20210411/151450/data-wikitext-2-add10b__model-LSTM__ebd-200__hid-200__bi-False__nlayer-1__tied-False__ntokens-50258__bs-7__bptt-35__lr-0.1__dp-True_partial-False_zerohidden-False__sigma-0.5__maxgradnorm-0.02__delta-8e-05.pt_ppl-573.2653182_acc-0.20000_epoch-33
34,564.0353632,0.21143,0.1578965011364133,896331,17582.077088980423,1000000,3.87,8e-05,3.9,model/dp/20210411/151450/data-wikitext-2-add10b__model-LSTM__ebd-200__hid-200__bi-False__nlayer-1__tied-False__ntokens-50258__bs-7__bptt-35__lr-0.1__dp-True_partial-False_zerohidden-False__sigma-0.5__maxgradnorm-0.02__delta-8e-05.pt_ppl-564.0353632_acc-0.21143_epoch-34
35,553.2054135,0.21714,0.1210345889330106,919528,18335.31848818017,1000000,3.88,8e-05,3.9,model/dp/20210411/151450/data-wikitext-2-add10b__model-LSTM__ebd-200__hid-200__bi-False__nlayer-1__tied-False__ntokens-50258__bs-7__bptt-35__lr-0.1__dp-True_partial-False_zerohidden-False__sigma-0.5__maxgradnorm-0.02__delta-8e-05.pt_ppl-553.2054135_acc-0.21714_epoch-35
36,544.0425314,0.21714,0.1072437318827326,928360,18561.07891645766,1000000,3.90,8e-05,3.9,model/dp/20210411/151450/data-wikitext-2-add10b__model-LSTM__ebd-200__hid-200__bi-False__nlayer-1__tied-False__ntokens-50258__bs-7__bptt-35__lr-0.1__dp-True_partial-False_zerohidden-False__sigma-0.5__maxgradnorm-0.02__delta-8e-05.pt_ppl-544.0425314_acc-0.21714_epoch-36
37,536.0311235,0.20571,0.1122719863639929,925130,18617.43776388559,1000000,3.92,8e-05,3.9,model/dp/20210411/151450/data-wikitext-2-add10b__model-LSTM__ebd-200__hid-200__bi-False__nlayer-1__tied-False__ntokens-50258__bs-7__bptt-35__lr-0.1__dp-True_partial-False_zerohidden-False__sigma-0.5__maxgradnorm-0.02__delta-8e-05.pt_ppl-536.0311235_acc-0.20571_epoch-37
38,529.5967421,0.21714,0.1028571774986062,931187,18585.727786584303,1000000,3.94,8e-05,3.9,model/dp/20210411/151450/data-wikitext-2-add10b__model-LSTM__ebd-200__hid-200__bi-False__nlayer-1__tied-False__ntokens-50258__bs-7__bptt-35__lr-0.1__dp-True_partial-False_zerohidden-False__sigma-0.5__maxgradnorm-0.02__delta-8e-05.pt_ppl-529.5967421_acc-0.21714_epoch-38
39,522.7771854,0.22286,0.1784007971715411,883682,16304.588599342169,1000000,3.96,8e-05,3.9,model/dp/20210411/151450/data-wikitext-2-add10b__model-LSTM__ebd-200__hid-200__bi-False__nlayer-1__tied-False__ntokens-50258__bs-7__bptt-35__lr-0.1__dp-True_partial-False_zerohidden-False__sigma-0.5__maxgradnorm-0.02__delta-8e-05.pt_ppl-522.7771854_acc-0.22286_epoch-39
40,516.7896967,0.22286,0.1685215813223557,889754,16654.89638463696,1000000,3.97,8e-05,3.9,model/dp/20210411/151450/data-wikitext-2-add10b__model-LSTM__ebd-200__hid-200__bi-False__nlayer-1__tied-False__ntokens-50258__bs-7__bptt-35__lr-0.1__dp-True_partial-False_zerohidden-False__sigma-0.5__maxgradnorm-0.02__delta-8e-05.pt_ppl-516.7896967_acc-0.22286_epoch-40
41,510.8955689,0.22286,0.2161343780890945,860869,16168.00051338933,1000000,3.99,8e-05,3.9,model/dp/20210411/151450/data-wikitext-2-add10b__model-LSTM__ebd-200__hid-200__bi-False__nlayer-1__tied-False__ntokens-50258__bs-7__bptt-35__lr-0.1__dp-True_partial-False_zerohidden-False__sigma-0.5__maxgradnorm-0.02__delta-8e-05.pt_ppl-510.8955689_acc-0.22286_epoch-41
42,505.6659187,0.23429,0.1822130417008196,881350,16295.469283908296,1000000,4.01,8e-05,3.9,model/dp/20210411/151450/data-wikitext-2-add10b__model-LSTM__ebd-200__hid-200__bi-False__nlayer-1__tied-False__ntokens-50258__bs-7__bptt-35__lr-0.1__dp-True_partial-False_zerohidden-False__sigma-0.5__maxgradnorm-0.02__delta-8e-05.pt_ppl-505.6659187_acc-0.23429_epoch-42
43,499.5119834,0.23429,0.2195706262972798,858821,16015.65720078128,1000000,4.03,8e-05,3.9,model/dp/20210411/151450/data-wikitext-2-add10b__model-LSTM__ebd-200__hid-200__bi-False__nlayer-1__tied-False__ntokens-50258__bs-7__bptt-35__lr-0.1__dp-True_partial-False_zerohidden-False__sigma-0.5__maxgradnorm-0.02__delta-8e-05.pt_ppl-499.5119834_acc-0.23429_epoch-43
44,494.5247931,0.22857,0.2137181380880441,862312,15937.552993749045,1000000,4.05,8e-05,3.9,model/dp/20210411/151450/data-wikitext-2-add10b__model-LSTM__ebd-200__hid-200__bi-False__nlayer-1__tied-False__ntokens-50258__bs-7__bptt-35__lr-0.1__dp-True_partial-False_zerohidden-False__sigma-0.5__maxgradnorm-0.02__delta-8e-05.pt_ppl-494.5247931_acc-0.22857_epoch-44
45,490.1613011,0.22286,0.1719322843213433,887653,16465.474668606916,1000000,4.06,8e-05,3.9,model/dp/20210411/151450/data-wikitext-2-add10b__model-LSTM__ebd-200__hid-200__bi-False__nlayer-1__tied-False__ntokens-50258__bs-7__bptt-35__lr-0.1__dp-True_partial-False_zerohidden-False__sigma-0.5__maxgradnorm-0.02__delta-8e-05.pt_ppl-490.1613011_acc-0.22286_epoch-45
46,485.2118012,0.22857,0.1801389251330185,882618,16068.87943996065,1000000,4.08,8e-05,3.9,model/dp/20210411/151450/data-wikitext-2-add10b__model-LSTM__ebd-200__hid-200__bi-False__nlayer-1__tied-False__ntokens-50258__bs-7__bptt-35__lr-0.1__dp-True_partial-False_zerohidden-False__sigma-0.5__maxgradnorm-0.02__delta-8e-05.pt_ppl-485.2118012_acc-0.22857_epoch-46
47,479.0836757,0.24,0.1349363692552145,910710,16618.41151491175,1000000,4.10,8e-05,3.9,model/dp/20210411/151450/data-wikitext-2-add10b__model-LSTM__ebd-200__hid-200__bi-False__nlayer-1__tied-False__ntokens-50258__bs-7__bptt-35__lr-0.1__dp-True_partial-False_zerohidden-False__sigma-0.5__maxgradnorm-0.02__delta-8e-05.pt_ppl-479.0836757_acc-0.24000_epoch-47
48,474.9780379,0.23429,0.1271113674013904,915663,17218.953293004266,1000000,4.12,8e-05,3.8,model/dp/20210411/151450/data-wikitext-2-add10b__model-LSTM__ebd-200__hid-200__bi-False__nlayer-1__tied-False__ntokens-50258__bs-7__bptt-35__lr-0.1__dp-True_partial-False_zerohidden-False__sigma-0.5__maxgradnorm-0.02__delta-8e-05.pt_ppl-474.9780379_acc-0.23429_epoch-48
49,470.7444072,0.24,0.1078110626968396,927995,17948.148508735165,1000000,4.13,8e-05,3.8,model/dp/20210411/151450/data-wikitext-2-add10b__model-LSTM__ebd-200__hid-200__bi-False__nlayer-1__tied-False__ntokens-50258__bs-7__bptt-35__lr-0.1__dp-True_partial-False_zerohidden-False__sigma-0.5__maxgradnorm-0.02__delta-8e-05.pt_ppl-470.7444072_acc-0.24000_epoch-49
50,467.8875089,0.24,0.1352358033892784,910521,17266.68089026538,1000000,4.15,8e-05,3.8,model/dp/20210411/151450/data-wikitext-2-add10b__model-LSTM__ebd-200__hid-200__bi-False__nlayer-1__tied-False__ntokens-50258__bs-7__bptt-35__lr-0.1__dp-True_partial-False_zerohidden-False__sigma-0.5__maxgradnorm-0.02__delta-8e-05.pt_ppl-467.8875089_acc-0.24000_epoch-50
