epoch,model_ppl,model_acc,canary_exposure,canary_rank,canary_ppl,TOTAL_CANDIDATES,epsilon,delta,alpha,model_path
10,310.4469335,0.27429,0.6094907885030558,655428,35679.883134641124,1000000,3.74,8e-05,4.0,model/partialdp/20210411/122315/data-wikitext-2-add10b__model-LSTM__ebd-200__hid-200__bi-False__nlayer-1__tied-False__ntokens-50258__bs-7__bptt-35__lr-0.1__dp-True_partial-True_zerohidden-False__sigma-0.5__maxgradnorm-0.02__delta-8e-05.pt_ppl-310.4469335_acc-0.27429_epoch-10
11,308.1862398,0.27429,0.1899995413492057,876606,35908.04839281508,1000000,3.80,8e-05,3.9,model/partialdp/20210411/122315/data-wikitext-2-add10b__model-LSTM__ebd-200__hid-200__bi-False__nlayer-1__tied-False__ntokens-50258__bs-7__bptt-35__lr-0.1__dp-True_partial-True_zerohidden-False__sigma-0.5__maxgradnorm-0.02__delta-8e-05.pt_ppl-308.1862398_acc-0.27429_epoch-11
12,307.6905663,0.25714,0.2602071872718738,834968,38609.22557193849,1000000,3.85,8e-05,3.9,model/partialdp/20210411/122315/data-wikitext-2-add10b__model-LSTM__ebd-200__hid-200__bi-False__nlayer-1__tied-False__ntokens-50258__bs-7__bptt-35__lr-0.1__dp-True_partial-True_zerohidden-False__sigma-0.5__maxgradnorm-0.02__delta-8e-05.pt_ppl-307.6905663_acc-0.25714_epoch-12
13,307.1450089,0.27429,0.4156993672042475,749656,33187.7085288391,1000000,3.90,8e-05,3.9,model/partialdp/20210411/122315/data-wikitext-2-add10b__model-LSTM__ebd-200__hid-200__bi-False__nlayer-1__tied-False__ntokens-50258__bs-7__bptt-35__lr-0.1__dp-True_partial-True_zerohidden-False__sigma-0.5__maxgradnorm-0.02__delta-8e-05.pt_ppl-307.1450089_acc-0.27429_epoch-13
14,306.4376016,0.26857,0.488343729386024,712843,35143.84020882746,1000000,3.95,8e-05,3.9,model/partialdp/20210411/122315/data-wikitext-2-add10b__model-LSTM__ebd-200__hid-200__bi-False__nlayer-1__tied-False__ntokens-50258__bs-7__bptt-35__lr-0.1__dp-True_partial-True_zerohidden-False__sigma-0.5__maxgradnorm-0.02__delta-8e-05.pt_ppl-306.4376016_acc-0.26857_epoch-14
15,304.7297236,0.26286,1.291150622894822,408625,20052.70520585375,1000000,4.00,8e-05,3.9,model/partialdp/20210411/122315/data-wikitext-2-add10b__model-LSTM__ebd-200__hid-200__bi-False__nlayer-1__tied-False__ntokens-50258__bs-7__bptt-35__lr-0.1__dp-True_partial-True_zerohidden-False__sigma-0.5__maxgradnorm-0.02__delta-8e-05.pt_ppl-304.7297236_acc-0.26286_epoch-15
16,303.5616051,0.25714,1.4491623623145884,366234,22115.586826498293,1000000,4.05,8e-05,3.9,model/partialdp/20210411/122315/data-wikitext-2-add10b__model-LSTM__ebd-200__hid-200__bi-False__nlayer-1__tied-False__ntokens-50258__bs-7__bptt-35__lr-0.1__dp-True_partial-True_zerohidden-False__sigma-0.5__maxgradnorm-0.02__delta-8e-05.pt_ppl-303.5616051_acc-0.25714_epoch-16
17,303.2884338,0.25143,1.2834462590472704,410813,20855.906498382912,1000000,4.09,8e-05,3.9,model/partialdp/20210411/122315/data-wikitext-2-add10b__model-LSTM__ebd-200__hid-200__bi-False__nlayer-1__tied-False__ntokens-50258__bs-7__bptt-35__lr-0.1__dp-True_partial-True_zerohidden-False__sigma-0.5__maxgradnorm-0.02__delta-8e-05.pt_ppl-303.2884338_acc-0.25143_epoch-17
18,301.7376577,0.25714,0.8077149193818407,571286,18127.1416262164,1000000,4.14,8e-05,3.8,model/partialdp/20210411/122315/data-wikitext-2-add10b__model-LSTM__ebd-200__hid-200__bi-False__nlayer-1__tied-False__ntokens-50258__bs-7__bptt-35__lr-0.1__dp-True_partial-True_zerohidden-False__sigma-0.5__maxgradnorm-0.02__delta-8e-05.pt_ppl-301.7376577_acc-0.25714_epoch-18
19,300.3410332,0.26286,1.7014214453905083,307483,12442.105332008872,1000000,4.18,8e-05,3.8,model/partialdp/20210411/122315/data-wikitext-2-add10b__model-LSTM__ebd-200__hid-200__bi-False__nlayer-1__tied-False__ntokens-50258__bs-7__bptt-35__lr-0.1__dp-True_partial-True_zerohidden-False__sigma-0.5__maxgradnorm-0.02__delta-8e-05.pt_ppl-300.3410332_acc-0.26286_epoch-19
20,299.279138,0.27429,0.7084105861077958,611994,21598.32106423023,1000000,4.23,8e-05,3.8,model/partialdp/20210411/122315/data-wikitext-2-add10b__model-LSTM__ebd-200__hid-200__bi-False__nlayer-1__tied-False__ntokens-50258__bs-7__bptt-35__lr-0.1__dp-True_partial-True_zerohidden-False__sigma-0.5__maxgradnorm-0.02__delta-8e-05.pt_ppl-299.2791380_acc-0.27429_epoch-20
21,298.0447863,0.29143,0.5549322990588159,680689,23041.918411118007,1000000,4.27,8e-05,3.8,model/partialdp/20210411/122315/data-wikitext-2-add10b__model-LSTM__ebd-200__hid-200__bi-False__nlayer-1__tied-False__ntokens-50258__bs-7__bptt-35__lr-0.1__dp-True_partial-True_zerohidden-False__sigma-0.5__maxgradnorm-0.02__delta-8e-05.pt_ppl-298.0447863_acc-0.29143_epoch-21
22,298.7351126,0.27429,0.3113541144056277,805885,22419.67042401224,1000000,4.31,8e-05,3.8,model/partialdp/20210411/122315/data-wikitext-2-add10b__model-LSTM__ebd-200__hid-200__bi-False__nlayer-1__tied-False__ntokens-50258__bs-7__bptt-35__lr-0.1__dp-True_partial-True_zerohidden-False__sigma-0.5__maxgradnorm-0.02__delta-8e-05.pt_ppl-298.7351126_acc-0.27429_epoch-22
23,294.5912485,0.26857,0.2742134805556411,826901,25147.63947493009,1000000,4.35,8e-05,3.8,model/partialdp/20210411/122315/data-wikitext-2-add10b__model-LSTM__ebd-200__hid-200__bi-False__nlayer-1__tied-False__ntokens-50258__bs-7__bptt-35__lr-0.1__dp-True_partial-True_zerohidden-False__sigma-0.5__maxgradnorm-0.02__delta-8e-05.pt_ppl-294.5912485_acc-0.26857_epoch-23
24,291.6535182,0.27429,0.2201015582671743,858505,29830.985110939157,1000000,4.40,8e-05,3.8,model/partialdp/20210411/122315/data-wikitext-2-add10b__model-LSTM__ebd-200__hid-200__bi-False__nlayer-1__tied-False__ntokens-50258__bs-7__bptt-35__lr-0.1__dp-True_partial-True_zerohidden-False__sigma-0.5__maxgradnorm-0.02__delta-8e-05.pt_ppl-291.6535182_acc-0.27429_epoch-24
25,289.0315204,0.26857,0.2067300104711869,866499,32074.15532605351,1000000,4.44,8e-05,3.8,model/partialdp/20210411/122315/data-wikitext-2-add10b__model-LSTM__ebd-200__hid-200__bi-False__nlayer-1__tied-False__ntokens-50258__bs-7__bptt-35__lr-0.1__dp-True_partial-True_zerohidden-False__sigma-0.5__maxgradnorm-0.02__delta-8e-05.pt_ppl-289.0315204_acc-0.26857_epoch-25
26,287.29341,0.26857,0.1908918265336261,876064,32388.538832638325,1000000,4.48,8e-05,3.8,model/partialdp/20210411/122315/data-wikitext-2-add10b__model-LSTM__ebd-200__hid-200__bi-False__nlayer-1__tied-False__ntokens-50258__bs-7__bptt-35__lr-0.1__dp-True_partial-True_zerohidden-False__sigma-0.5__maxgradnorm-0.02__delta-8e-05.pt_ppl-287.2934100_acc-0.26857_epoch-26
27,284.8572273,0.28,0.2108917731495339,864003,30945.42766196852,1000000,4.53,8e-05,3.8,model/partialdp/20210411/122315/data-wikitext-2-add10b__model-LSTM__ebd-200__hid-200__bi-False__nlayer-1__tied-False__ntokens-50258__bs-7__bptt-35__lr-0.1__dp-True_partial-True_zerohidden-False__sigma-0.5__maxgradnorm-0.02__delta-8e-05.pt_ppl-284.8572273_acc-0.28000_epoch-27
28,282.8815456,0.28,0.1603692877449809,894796,35078.01709086524,1000000,4.56,8e-05,3.7,model/partialdp/20210411/122315/data-wikitext-2-add10b__model-LSTM__ebd-200__hid-200__bi-False__nlayer-1__tied-False__ntokens-50258__bs-7__bptt-35__lr-0.1__dp-True_partial-True_zerohidden-False__sigma-0.5__maxgradnorm-0.02__delta-8e-05.pt_ppl-282.8815456_acc-0.28000_epoch-28
29,281.008928,0.26857,0.1569729116236509,896905,34478.61792040518,1000000,4.60,8e-05,3.7,model/partialdp/20210411/122315/data-wikitext-2-add10b__model-LSTM__ebd-200__hid-200__bi-False__nlayer-1__tied-False__ntokens-50258__bs-7__bptt-35__lr-0.1__dp-True_partial-True_zerohidden-False__sigma-0.5__maxgradnorm-0.02__delta-8e-05.pt_ppl-281.0089280_acc-0.26857_epoch-29
30,279.0954767,0.28,0.187279996604218,878260,30250.92360836569,1000000,4.64,8e-05,3.7,model/partialdp/20210411/122315/data-wikitext-2-add10b__model-LSTM__ebd-200__hid-200__bi-False__nlayer-1__tied-False__ntokens-50258__bs-7__bptt-35__lr-0.1__dp-True_partial-True_zerohidden-False__sigma-0.5__maxgradnorm-0.02__delta-8e-05.pt_ppl-279.0954767_acc-0.28000_epoch-30
31,277.2931479,0.28571,0.1820362657109093,881458,32359.88293108825,1000000,4.68,8e-05,3.7,model/partialdp/20210411/122315/data-wikitext-2-add10b__model-LSTM__ebd-200__hid-200__bi-False__nlayer-1__tied-False__ntokens-50258__bs-7__bptt-35__lr-0.1__dp-True_partial-True_zerohidden-False__sigma-0.5__maxgradnorm-0.02__delta-8e-05.pt_ppl-277.2931479_acc-0.28571_epoch-31
32,276.2764143,0.28571,0.2610592662896458,834475,31026.772105120333,1000000,4.72,8e-05,3.7,model/partialdp/20210411/122315/data-wikitext-2-add10b__model-LSTM__ebd-200__hid-200__bi-False__nlayer-1__tied-False__ntokens-50258__bs-7__bptt-35__lr-0.1__dp-True_partial-True_zerohidden-False__sigma-0.5__maxgradnorm-0.02__delta-8e-05.pt_ppl-276.2764143_acc-0.28571_epoch-32
33,274.5676467,0.26857,0.3479770776012643,785685,28402.10025284314,1000000,4.76,8e-05,3.7,model/partialdp/20210411/122315/data-wikitext-2-add10b__model-LSTM__ebd-200__hid-200__bi-False__nlayer-1__tied-False__ntokens-50258__bs-7__bptt-35__lr-0.1__dp-True_partial-True_zerohidden-False__sigma-0.5__maxgradnorm-0.02__delta-8e-05.pt_ppl-274.5676467_acc-0.26857_epoch-33
34,273.3571854,0.27429,0.3316756985389837,794613,29708.71649607704,1000000,4.79,8e-05,3.7,model/partialdp/20210411/122315/data-wikitext-2-add10b__model-LSTM__ebd-200__hid-200__bi-False__nlayer-1__tied-False__ntokens-50258__bs-7__bptt-35__lr-0.1__dp-True_partial-True_zerohidden-False__sigma-0.5__maxgradnorm-0.02__delta-8e-05.pt_ppl-273.3571854_acc-0.27429_epoch-34
35,271.951409,0.28571,0.3309714197807665,795001,29541.342309026484,1000000,4.83,8e-05,3.7,model/partialdp/20210411/122315/data-wikitext-2-add10b__model-LSTM__ebd-200__hid-200__bi-False__nlayer-1__tied-False__ntokens-50258__bs-7__bptt-35__lr-0.1__dp-True_partial-True_zerohidden-False__sigma-0.5__maxgradnorm-0.02__delta-8e-05.pt_ppl-271.9514090_acc-0.28571_epoch-35
36,271.1794509,0.28,0.4680122670720159,722960,29828.68489118501,1000000,4.87,8e-05,3.7,model/partialdp/20210411/122315/data-wikitext-2-add10b__model-LSTM__ebd-200__hid-200__bi-False__nlayer-1__tied-False__ntokens-50258__bs-7__bptt-35__lr-0.1__dp-True_partial-True_zerohidden-False__sigma-0.5__maxgradnorm-0.02__delta-8e-05.pt_ppl-271.1794509_acc-0.28000_epoch-36
37,269.5298206,0.28571,0.5071582590145951,703607,27107.850711277224,1000000,4.91,8e-05,3.7,model/partialdp/20210411/122315/data-wikitext-2-add10b__model-LSTM__ebd-200__hid-200__bi-False__nlayer-1__tied-False__ntokens-50258__bs-7__bptt-35__lr-0.1__dp-True_partial-True_zerohidden-False__sigma-0.5__maxgradnorm-0.02__delta-8e-05.pt_ppl-269.5298206_acc-0.28571_epoch-37
38,268.3439715,0.28571,0.5518834963103423,682129,27030.048157681937,1000000,4.95,8e-05,3.7,model/partialdp/20210411/122315/data-wikitext-2-add10b__model-LSTM__ebd-200__hid-200__bi-False__nlayer-1__tied-False__ntokens-50258__bs-7__bptt-35__lr-0.1__dp-True_partial-True_zerohidden-False__sigma-0.5__maxgradnorm-0.02__delta-8e-05.pt_ppl-268.3439715_acc-0.28571_epoch-38
39,267.1952652,0.28,0.7494240048976231,594841,25322.75446075248,1000000,4.99,8e-05,3.7,model/partialdp/20210411/122315/data-wikitext-2-add10b__model-LSTM__ebd-200__hid-200__bi-False__nlayer-1__tied-False__ntokens-50258__bs-7__bptt-35__lr-0.1__dp-True_partial-True_zerohidden-False__sigma-0.5__maxgradnorm-0.02__delta-8e-05.pt_ppl-267.1952652_acc-0.28000_epoch-39
40,266.0476493,0.27429,0.7353819036638782,600659,26560.14235439653,1000000,5.02,8e-05,3.6,model/partialdp/20210411/122315/data-wikitext-2-add10b__model-LSTM__ebd-200__hid-200__bi-False__nlayer-1__tied-False__ntokens-50258__bs-7__bptt-35__lr-0.1__dp-True_partial-True_zerohidden-False__sigma-0.5__maxgradnorm-0.02__delta-8e-05.pt_ppl-266.0476493_acc-0.27429_epoch-40
41,264.7776498,0.27429,0.7964505085652682,575764,25587.01703921324,1000000,5.06,8e-05,3.6,model/partialdp/20210411/122315/data-wikitext-2-add10b__model-LSTM__ebd-200__hid-200__bi-False__nlayer-1__tied-False__ntokens-50258__bs-7__bptt-35__lr-0.1__dp-True_partial-True_zerohidden-False__sigma-0.5__maxgradnorm-0.02__delta-8e-05.pt_ppl-264.7776498_acc-0.27429_epoch-41
42,263.8519732,0.27429,0.8209986009007544,566050,25156.908767043165,1000000,5.09,8e-05,3.6,model/partialdp/20210411/122315/data-wikitext-2-add10b__model-LSTM__ebd-200__hid-200__bi-False__nlayer-1__tied-False__ntokens-50258__bs-7__bptt-35__lr-0.1__dp-True_partial-True_zerohidden-False__sigma-0.5__maxgradnorm-0.02__delta-8e-05.pt_ppl-263.8519732_acc-0.27429_epoch-42
43,262.619256,0.27429,0.7197539281559635,607201,24884.79383344771,1000000,5.13,8e-05,3.6,model/partialdp/20210411/122315/data-wikitext-2-add10b__model-LSTM__ebd-200__hid-200__bi-False__nlayer-1__tied-False__ntokens-50258__bs-7__bptt-35__lr-0.1__dp-True_partial-True_zerohidden-False__sigma-0.5__maxgradnorm-0.02__delta-8e-05.pt_ppl-262.6192560_acc-0.27429_epoch-43
44,261.7477909,0.28,0.6497879255301697,637374,24366.326426955693,1000000,5.16,8e-05,3.6,model/partialdp/20210411/122315/data-wikitext-2-add10b__model-LSTM__ebd-200__hid-200__bi-False__nlayer-1__tied-False__ntokens-50258__bs-7__bptt-35__lr-0.1__dp-True_partial-True_zerohidden-False__sigma-0.5__maxgradnorm-0.02__delta-8e-05.pt_ppl-261.7477909_acc-0.28000_epoch-44
45,260.7044928,0.28,0.7398659200931057,598795,22427.043521509106,1000000,5.20,8e-05,3.6,model/partialdp/20210411/122315/data-wikitext-2-add10b__model-LSTM__ebd-200__hid-200__bi-False__nlayer-1__tied-False__ntokens-50258__bs-7__bptt-35__lr-0.1__dp-True_partial-True_zerohidden-False__sigma-0.5__maxgradnorm-0.02__delta-8e-05.pt_ppl-260.7044928_acc-0.28000_epoch-45
46,259.5919634,0.28,0.5805258289677688,668720,25128.77905144439,1000000,5.23,8e-05,3.6,model/partialdp/20210411/122315/data-wikitext-2-add10b__model-LSTM__ebd-200__hid-200__bi-False__nlayer-1__tied-False__ntokens-50258__bs-7__bptt-35__lr-0.1__dp-True_partial-True_zerohidden-False__sigma-0.5__maxgradnorm-0.02__delta-8e-05.pt_ppl-259.5919634_acc-0.28000_epoch-46
47,258.8282424,0.28,0.5769748112187791,670368,24828.852702638436,1000000,5.27,8e-05,3.6,model/partialdp/20210411/122315/data-wikitext-2-add10b__model-LSTM__ebd-200__hid-200__bi-False__nlayer-1__tied-False__ntokens-50258__bs-7__bptt-35__lr-0.1__dp-True_partial-True_zerohidden-False__sigma-0.5__maxgradnorm-0.02__delta-8e-05.pt_ppl-258.8282424_acc-0.28000_epoch-47
48,257.4516733,0.28,0.7006568600850862,615292,23966.158824456325,1000000,5.30,8e-05,3.6,model/partialdp/20210411/122315/data-wikitext-2-add10b__model-LSTM__ebd-200__hid-200__bi-False__nlayer-1__tied-False__ntokens-50258__bs-7__bptt-35__lr-0.1__dp-True_partial-True_zerohidden-False__sigma-0.5__maxgradnorm-0.02__delta-8e-05.pt_ppl-257.4516733_acc-0.28000_epoch-48
49,256.7706914,0.28,0.9514289916850168,517120,20395.838550120683,1000000,5.34,8e-05,3.6,model/partialdp/20210411/122315/data-wikitext-2-add10b__model-LSTM__ebd-200__hid-200__bi-False__nlayer-1__tied-False__ntokens-50258__bs-7__bptt-35__lr-0.1__dp-True_partial-True_zerohidden-False__sigma-0.5__maxgradnorm-0.02__delta-8e-05.pt_ppl-256.7706914_acc-0.28000_epoch-49
50,255.9074582,0.28,0.8139939480673384,568805,22502.46685405544,1000000,5.37,8e-05,3.6,model/partialdp/20210411/122315/data-wikitext-2-add10b__model-LSTM__ebd-200__hid-200__bi-False__nlayer-1__tied-False__ntokens-50258__bs-7__bptt-35__lr-0.1__dp-True_partial-True_zerohidden-False__sigma-0.5__maxgradnorm-0.02__delta-8e-05.pt_ppl-255.9074582_acc-0.28000_epoch-50
