epoch,model_ppl,model_acc,canary_exposure,canary_rank,canary_ppl,TOTAL_CANDIDATES,model_path
19,381.1634918,0.24,0.2831899200757917,821772,14788.72785129376,1000000,model/dp/20210411/123315/data-wikitext-2-add10b__model-LSTM__ebd-200__hid-200__bi-False__nlayer-1__tied-False__ntokens-50258__bs-7__bptt-35__lr-0.1__dp-True_partial-False_zerohidden-False__sigma-0.25__maxgradnorm-0.1__delta-8e-05.pt_ppl-381.1634918_acc-0.24000_epoch-19
20,375.3665606,0.26286,0.3073746235057264,808111,17319.626175681777,1000000,model/dp/20210411/123315/data-wikitext-2-add10b__model-LSTM__ebd-200__hid-200__bi-False__nlayer-1__tied-False__ntokens-50258__bs-7__bptt-35__lr-0.1__dp-True_partial-False_zerohidden-False__sigma-0.25__maxgradnorm-0.1__delta-8e-05.pt_ppl-375.3665606_acc-0.26286_epoch-20
21,370.9868227,0.25714,0.4107753475897198,752219,17150.859073534524,1000000,model/dp/20210411/123315/data-wikitext-2-add10b__model-LSTM__ebd-200__hid-200__bi-False__nlayer-1__tied-False__ntokens-50258__bs-7__bptt-35__lr-0.1__dp-True_partial-False_zerohidden-False__sigma-0.25__maxgradnorm-0.1__delta-8e-05.pt_ppl-370.9868227_acc-0.25714_epoch-21
22,365.8047717,0.25143,0.6245746037626532,648611,16685.408981689692,1000000,model/dp/20210411/123315/data-wikitext-2-add10b__model-LSTM__ebd-200__hid-200__bi-False__nlayer-1__tied-False__ntokens-50258__bs-7__bptt-35__lr-0.1__dp-True_partial-False_zerohidden-False__sigma-0.25__maxgradnorm-0.1__delta-8e-05.pt_ppl-365.8047717_acc-0.25143_epoch-22
23,361.6478471,0.25143,0.903576207101839,534560,15114.588382868358,1000000,model/dp/20210411/123315/data-wikitext-2-add10b__model-LSTM__ebd-200__hid-200__bi-False__nlayer-1__tied-False__ntokens-50258__bs-7__bptt-35__lr-0.1__dp-True_partial-False_zerohidden-False__sigma-0.25__maxgradnorm-0.1__delta-8e-05.pt_ppl-361.6478471_acc-0.25143_epoch-23
24,357.0862485,0.25714,0.8784381367005061,543956,14481.591529668394,1000000,model/dp/20210411/123315/data-wikitext-2-add10b__model-LSTM__ebd-200__hid-200__bi-False__nlayer-1__tied-False__ntokens-50258__bs-7__bptt-35__lr-0.1__dp-True_partial-False_zerohidden-False__sigma-0.25__maxgradnorm-0.1__delta-8e-05.pt_ppl-357.0862485_acc-0.25714_epoch-24
25,353.8188359,0.26857,0.7051352081817015,613385,16856.64946622702,1000000,model/dp/20210411/123315/data-wikitext-2-add10b__model-LSTM__ebd-200__hid-200__bi-False__nlayer-1__tied-False__ntokens-50258__bs-7__bptt-35__lr-0.1__dp-True_partial-False_zerohidden-False__sigma-0.25__maxgradnorm-0.1__delta-8e-05.pt_ppl-353.8188359_acc-0.26857_epoch-25
26,350.9603218,0.26857,0.4835833755585952,715199,18620.698623252658,1000000,model/dp/20210411/123315/data-wikitext-2-add10b__model-LSTM__ebd-200__hid-200__bi-False__nlayer-1__tied-False__ntokens-50258__bs-7__bptt-35__lr-0.1__dp-True_partial-False_zerohidden-False__sigma-0.25__maxgradnorm-0.1__delta-8e-05.pt_ppl-350.9603218_acc-0.26857_epoch-26
27,347.5824219,0.27429,0.45917520238209875,727402,20743.93906223175,1000000,model/dp/20210411/123315/data-wikitext-2-add10b__model-LSTM__ebd-200__hid-200__bi-False__nlayer-1__tied-False__ntokens-50258__bs-7__bptt-35__lr-0.1__dp-True_partial-False_zerohidden-False__sigma-0.25__maxgradnorm-0.1__delta-8e-05.pt_ppl-347.5824219_acc-0.27429_epoch-27
28,344.0535174,0.26286,0.5770888767170455,670315,18203.117953236826,1000000,model/dp/20210411/123315/data-wikitext-2-add10b__model-LSTM__ebd-200__hid-200__bi-False__nlayer-1__tied-False__ntokens-50258__bs-7__bptt-35__lr-0.1__dp-True_partial-False_zerohidden-False__sigma-0.25__maxgradnorm-0.1__delta-8e-05.pt_ppl-344.0535174_acc-0.26286_epoch-28
29,340.9228913,0.27429,0.692734698025177,618680,17588.59609330037,1000000,model/dp/20210411/123315/data-wikitext-2-add10b__model-LSTM__ebd-200__hid-200__bi-False__nlayer-1__tied-False__ntokens-50258__bs-7__bptt-35__lr-0.1__dp-True_partial-False_zerohidden-False__sigma-0.25__maxgradnorm-0.1__delta-8e-05.pt_ppl-340.9228913_acc-0.27429_epoch-29
30,338.4829722,0.28,0.7558509128759248,592197,18549.224147956582,1000000,model/dp/20210411/123315/data-wikitext-2-add10b__model-LSTM__ebd-200__hid-200__bi-False__nlayer-1__tied-False__ntokens-50258__bs-7__bptt-35__lr-0.1__dp-True_partial-False_zerohidden-False__sigma-0.25__maxgradnorm-0.1__delta-8e-05.pt_ppl-338.4829722_acc-0.28000_epoch-30
31,335.1589721,0.28,0.4917336280932645,711170,20538.029570211143,1000000,model/dp/20210411/123315/data-wikitext-2-add10b__model-LSTM__ebd-200__hid-200__bi-False__nlayer-1__tied-False__ntokens-50258__bs-7__bptt-35__lr-0.1__dp-True_partial-False_zerohidden-False__sigma-0.25__maxgradnorm-0.1__delta-8e-05.pt_ppl-335.1589721_acc-0.28000_epoch-31
32,333.1945513,0.27429,0.5305599218516122,692286,18474.080888441084,1000000,model/dp/20210411/123315/data-wikitext-2-add10b__model-LSTM__ebd-200__hid-200__bi-False__nlayer-1__tied-False__ntokens-50258__bs-7__bptt-35__lr-0.1__dp-True_partial-False_zerohidden-False__sigma-0.25__maxgradnorm-0.1__delta-8e-05.pt_ppl-333.1945513_acc-0.27429_epoch-32
33,331.1071101,0.28,0.8023358704665426,573420,17810.597971109597,1000000,model/dp/20210411/123315/data-wikitext-2-add10b__model-LSTM__ebd-200__hid-200__bi-False__nlayer-1__tied-False__ntokens-50258__bs-7__bptt-35__lr-0.1__dp-True_partial-False_zerohidden-False__sigma-0.25__maxgradnorm-0.1__delta-8e-05.pt_ppl-331.1071101_acc-0.28000_epoch-33
34,328.8431921,0.26857,0.6493149319056855,637583,18019.11975979624,1000000,model/dp/20210411/123315/data-wikitext-2-add10b__model-LSTM__ebd-200__hid-200__bi-False__nlayer-1__tied-False__ntokens-50258__bs-7__bptt-35__lr-0.1__dp-True_partial-False_zerohidden-False__sigma-0.25__maxgradnorm-0.1__delta-8e-05.pt_ppl-328.8431921_acc-0.26857_epoch-34
35,326.5206463,0.26286,0.5876888834742964,665408,19024.744141128696,1000000,model/dp/20210411/123315/data-wikitext-2-add10b__model-LSTM__ebd-200__hid-200__bi-False__nlayer-1__tied-False__ntokens-50258__bs-7__bptt-35__lr-0.1__dp-True_partial-False_zerohidden-False__sigma-0.25__maxgradnorm-0.1__delta-8e-05.pt_ppl-326.5206463_acc-0.26286_epoch-35
36,324.1820191,0.28571,0.4013851557074304,757131,20109.065457028435,1000000,model/dp/20210411/123315/data-wikitext-2-add10b__model-LSTM__ebd-200__hid-200__bi-False__nlayer-1__tied-False__ntokens-50258__bs-7__bptt-35__lr-0.1__dp-True_partial-False_zerohidden-False__sigma-0.25__maxgradnorm-0.1__delta-8e-05.pt_ppl-324.1820191_acc-0.28571_epoch-36
37,322.6213511,0.27429,0.5270402455359822,693977,19205.957603617204,1000000,model/dp/20210411/123315/data-wikitext-2-add10b__model-LSTM__ebd-200__hid-200__bi-False__nlayer-1__tied-False__ntokens-50258__bs-7__bptt-35__lr-0.1__dp-True_partial-False_zerohidden-False__sigma-0.25__maxgradnorm-0.1__delta-8e-05.pt_ppl-322.6213511_acc-0.27429_epoch-37
38,321.1282562,0.26286,0.514074498738605,700242,17502.49796490903,1000000,model/dp/20210411/123315/data-wikitext-2-add10b__model-LSTM__ebd-200__hid-200__bi-False__nlayer-1__tied-False__ntokens-50258__bs-7__bptt-35__lr-0.1__dp-True_partial-False_zerohidden-False__sigma-0.25__maxgradnorm-0.1__delta-8e-05.pt_ppl-321.1282562_acc-0.26286_epoch-38
39,319.3731198,0.27429,0.7217201996818332,606374,15674.648114346648,1000000,model/dp/20210411/123315/data-wikitext-2-add10b__model-LSTM__ebd-200__hid-200__bi-False__nlayer-1__tied-False__ntokens-50258__bs-7__bptt-35__lr-0.1__dp-True_partial-False_zerohidden-False__sigma-0.25__maxgradnorm-0.1__delta-8e-05.pt_ppl-319.3731198_acc-0.27429_epoch-39
40,317.8532625,0.29143,0.7727370270071034,585306,16077.38896662963,1000000,model/dp/20210411/123315/data-wikitext-2-add10b__model-LSTM__ebd-200__hid-200__bi-False__nlayer-1__tied-False__ntokens-50258__bs-7__bptt-35__lr-0.1__dp-True_partial-False_zerohidden-False__sigma-0.25__maxgradnorm-0.1__delta-8e-05.pt_ppl-317.8532625_acc-0.29143_epoch-40
41,316.2092384,0.29143,1.1857793730971515,439587,15239.7937840223,1000000,model/dp/20210411/123315/data-wikitext-2-add10b__model-LSTM__ebd-200__hid-200__bi-False__nlayer-1__tied-False__ntokens-50258__bs-7__bptt-35__lr-0.1__dp-True_partial-False_zerohidden-False__sigma-0.25__maxgradnorm-0.1__delta-8e-05.pt_ppl-316.2092384_acc-0.29143_epoch-41
42,315.0836122,0.27429,1.0560381773119758,480951,15178.02503821856,1000000,model/dp/20210411/123315/data-wikitext-2-add10b__model-LSTM__ebd-200__hid-200__bi-False__nlayer-1__tied-False__ntokens-50258__bs-7__bptt-35__lr-0.1__dp-True_partial-False_zerohidden-False__sigma-0.25__maxgradnorm-0.1__delta-8e-05.pt_ppl-315.0836122_acc-0.27429_epoch-42
43,313.1885406,0.28,1.3817538254923285,383752,15360.063838244218,1000000,model/dp/20210411/123315/data-wikitext-2-add10b__model-LSTM__ebd-200__hid-200__bi-False__nlayer-1__tied-False__ntokens-50258__bs-7__bptt-35__lr-0.1__dp-True_partial-False_zerohidden-False__sigma-0.25__maxgradnorm-0.1__delta-8e-05.pt_ppl-313.1885406_acc-0.28000_epoch-43
44,312.5451683,0.28,1.4984681176902406,353929,15251.952002440283,1000000,model/dp/20210411/123315/data-wikitext-2-add10b__model-LSTM__ebd-200__hid-200__bi-False__nlayer-1__tied-False__ntokens-50258__bs-7__bptt-35__lr-0.1__dp-True_partial-False_zerohidden-False__sigma-0.25__maxgradnorm-0.1__delta-8e-05.pt_ppl-312.5451683_acc-0.28000_epoch-44
45,311.1619072,0.28571,1.665413419041073,315254,13818.226909577246,1000000,model/dp/20210411/123315/data-wikitext-2-add10b__model-LSTM__ebd-200__hid-200__bi-False__nlayer-1__tied-False__ntokens-50258__bs-7__bptt-35__lr-0.1__dp-True_partial-False_zerohidden-False__sigma-0.25__maxgradnorm-0.1__delta-8e-05.pt_ppl-311.1619072_acc-0.28571_epoch-45
46,309.8322821,0.28,2.1139915258768696,231007,12079.356062927056,1000000,model/dp/20210411/123315/data-wikitext-2-add10b__model-LSTM__ebd-200__hid-200__bi-False__nlayer-1__tied-False__ntokens-50258__bs-7__bptt-35__lr-0.1__dp-True_partial-False_zerohidden-False__sigma-0.25__maxgradnorm-0.1__delta-8e-05.pt_ppl-309.8322821_acc-0.28000_epoch-46
47,308.0404453,0.28,1.662199865940483,315957,14128.475463328983,1000000,model/dp/20210411/123315/data-wikitext-2-add10b__model-LSTM__ebd-200__hid-200__bi-False__nlayer-1__tied-False__ntokens-50258__bs-7__bptt-35__lr-0.1__dp-True_partial-False_zerohidden-False__sigma-0.25__maxgradnorm-0.1__delta-8e-05.pt_ppl-308.0404453_acc-0.28000_epoch-47
48,306.9334843,0.28,1.5715702780890126,336442,13980.941319386662,1000000,model/dp/20210411/123315/data-wikitext-2-add10b__model-LSTM__ebd-200__hid-200__bi-False__nlayer-1__tied-False__ntokens-50258__bs-7__bptt-35__lr-0.1__dp-True_partial-False_zerohidden-False__sigma-0.25__maxgradnorm-0.1__delta-8e-05.pt_ppl-306.9334843_acc-0.28000_epoch-48
49,305.4831404,0.27429,1.6374683929960128,321420,14662.622022557514,1000000,model/dp/20210411/123315/data-wikitext-2-add10b__model-LSTM__ebd-200__hid-200__bi-False__nlayer-1__tied-False__ntokens-50258__bs-7__bptt-35__lr-0.1__dp-True_partial-False_zerohidden-False__sigma-0.25__maxgradnorm-0.1__delta-8e-05.pt_ppl-305.4831404_acc-0.27429_epoch-49
50,305.337453,0.28571,1.7062905134636672,306447,15755.440897441995,1000000,model/dp/20210411/123315/data-wikitext-2-add10b__model-LSTM__ebd-200__hid-200__bi-False__nlayer-1__tied-False__ntokens-50258__bs-7__bptt-35__lr-0.1__dp-True_partial-False_zerohidden-False__sigma-0.25__maxgradnorm-0.1__delta-8e-05.pt_ppl-305.3374530_acc-0.28571_epoch-50
