epoch,model_ppl,model_acc,canary_exposure,canary_rank,canary_ppl,TOTAL_CANDIDATES,model_path
0,50434.7282047,0.0,1.9027775698212892,267428,50541.71333605561,1000000,model/partialdp/20210410/093747/data-wikitext-2-add10b__model-LSTM__ebd-200__hid-200__bi-False__nlayer-1__tied-False__ntokens-50258__bs-7__bptt-35__lr-0.1__dp-True_partial-True_zerohidden-False__sigma-0.1__maxgradnorm-0.1__delta-8e-05.pt_ppl-50434.7282047_acc-0.00000_epoch-0
1,418.8141282,0.24571,0.4351731169667481,739605,18040.729780594116,1000000,model/partialdp/20210410/093747/data-wikitext-2-add10b__model-LSTM__ebd-200__hid-200__bi-False__nlayer-1__tied-False__ntokens-50258__bs-7__bptt-35__lr-0.1__dp-True_partial-True_zerohidden-False__sigma-0.1__maxgradnorm-0.1__delta-8e-05.pt_ppl-418.8141282_acc-0.24571_epoch-1
2,354.6324395,0.26857,0.3351367388008484,792709,20677.383132565596,1000000,model/partialdp/20210410/093747/data-wikitext-2-add10b__model-LSTM__ebd-200__hid-200__bi-False__nlayer-1__tied-False__ntokens-50258__bs-7__bptt-35__lr-0.1__dp-True_partial-True_zerohidden-False__sigma-0.1__maxgradnorm-0.1__delta-8e-05.pt_ppl-354.6324395_acc-0.26857_epoch-2
3,328.170472,0.26286,2.034467620341431,244098,15848.34739681769,1000000,model/partialdp/20210410/093747/data-wikitext-2-add10b__model-LSTM__ebd-200__hid-200__bi-False__nlayer-1__tied-False__ntokens-50258__bs-7__bptt-35__lr-0.1__dp-True_partial-True_zerohidden-False__sigma-0.1__maxgradnorm-0.1__delta-8e-05.pt_ppl-328.1704720_acc-0.26286_epoch-3
4,315.131436,0.27429,2.210529476356214,216055,19843.8814615396,1000000,model/partialdp/20210410/093747/data-wikitext-2-add10b__model-LSTM__ebd-200__hid-200__bi-False__nlayer-1__tied-False__ntokens-50258__bs-7__bptt-35__lr-0.1__dp-True_partial-True_zerohidden-False__sigma-0.1__maxgradnorm-0.1__delta-8e-05.pt_ppl-315.1314360_acc-0.27429_epoch-4
5,306.8617097,0.28571,0.5137016361285554,700423,25012.786406265932,1000000,model/partialdp/20210410/093747/data-wikitext-2-add10b__model-LSTM__ebd-200__hid-200__bi-False__nlayer-1__tied-False__ntokens-50258__bs-7__bptt-35__lr-0.1__dp-True_partial-True_zerohidden-False__sigma-0.1__maxgradnorm-0.1__delta-8e-05.pt_ppl-306.8617097_acc-0.28571_epoch-5
6,302.0915483,0.28571,1.0356235490570036,487805,13283.473912697522,1000000,model/partialdp/20210410/093747/data-wikitext-2-add10b__model-LSTM__ebd-200__hid-200__bi-False__nlayer-1__tied-False__ntokens-50258__bs-7__bptt-35__lr-0.1__dp-True_partial-True_zerohidden-False__sigma-0.1__maxgradnorm-0.1__delta-8e-05.pt_ppl-302.0915483_acc-0.28571_epoch-6
7,297.6189576,0.28571,0.5260053344822744,694475,16472.807218616854,1000000,model/partialdp/20210410/093747/data-wikitext-2-add10b__model-LSTM__ebd-200__hid-200__bi-False__nlayer-1__tied-False__ntokens-50258__bs-7__bptt-35__lr-0.1__dp-True_partial-True_zerohidden-False__sigma-0.1__maxgradnorm-0.1__delta-8e-05.pt_ppl-297.6189576_acc-0.28571_epoch-7
8,294.3341252,0.29714,0.5283130815379167,693365,23783.424030595426,1000000,model/partialdp/20210410/093747/data-wikitext-2-add10b__model-LSTM__ebd-200__hid-200__bi-False__nlayer-1__tied-False__ntokens-50258__bs-7__bptt-35__lr-0.1__dp-True_partial-True_zerohidden-False__sigma-0.1__maxgradnorm-0.1__delta-8e-05.pt_ppl-294.3341252_acc-0.29714_epoch-8
9,291.7196687,0.27429,0.8967373733939148,537100,19944.57025497839,1000000,model/partialdp/20210410/093747/data-wikitext-2-add10b__model-LSTM__ebd-200__hid-200__bi-False__nlayer-1__tied-False__ntokens-50258__bs-7__bptt-35__lr-0.1__dp-True_partial-True_zerohidden-False__sigma-0.1__maxgradnorm-0.1__delta-8e-05.pt_ppl-291.7196687_acc-0.27429_epoch-9
