epoch,model_ppl,model_acc,canary_exposure,canary_rank,canary_ppl,TOTAL_CANDIDATES,model_path
0,50536.0525635,0.0,3.038954606265772,121670,49695.91045144378,1000000,model/partialdp/20210414/001535/data-wikitext-2-add10b__model-LSTM__ebd-200__hid-200__bi-False__nlayer-1__tied-False__ntokens-50258__bs-7__bptt-35__lr-0.1__dp-True_partial-True_zerohidden-False__sigma-0.5__maxgradnorm-0.02__delta-8e-05.pt_ppl-50536.0525635_acc-0.00000_epoch-0
1,3214.7546219,0.01714,1.2281786365729488,426856,36323.3207151293,1000000,model/partialdp/20210414/001535/data-wikitext-2-add10b__model-LSTM__ebd-200__hid-200__bi-False__nlayer-1__tied-False__ntokens-50258__bs-7__bptt-35__lr-0.1__dp-True_partial-True_zerohidden-False__sigma-0.5__maxgradnorm-0.02__delta-8e-05.pt_ppl-3214.7546219_acc-0.01714_epoch-1
1,2161.4811825,0.06286,1.5146308817855783,349986,19093.27050728476,1000000,model/partialdp/20210414/001535/data-wikitext-2-add10b__model-LSTM__ebd-200__hid-200__bi-False__nlayer-1__tied-False__ntokens-50258__bs-7__bptt-35__lr-0.1__dp-True_partial-True_zerohidden-False__sigma-0.5__maxgradnorm-0.02__delta-8e-05.pt_ppl-2161.4811825_acc-0.06286_epoch-1
1,1875.7393649,0.06286,1.181607510243797,440860,15820.585433913358,1000000,model/partialdp/20210414/001535/data-wikitext-2-add10b__model-LSTM__ebd-200__hid-200__bi-False__nlayer-1__tied-False__ntokens-50258__bs-7__bptt-35__lr-0.1__dp-True_partial-True_zerohidden-False__sigma-0.5__maxgradnorm-0.02__delta-8e-05.pt_ppl-1875.7393649_acc-0.06286_epoch-1
1,1731.5601009,0.06286,1.0375827597304905,487143,15858.295636349781,1000000,model/partialdp/20210414/001535/data-wikitext-2-add10b__model-LSTM__ebd-200__hid-200__bi-False__nlayer-1__tied-False__ntokens-50258__bs-7__bptt-35__lr-0.1__dp-True_partial-True_zerohidden-False__sigma-0.5__maxgradnorm-0.02__delta-8e-05.pt_ppl-1731.5601009_acc-0.06286_epoch-1
1,1613.634828,0.01714,1.1582425972109718,448058,16273.927653473247,1000000,model/partialdp/20210414/001535/data-wikitext-2-add10b__model-LSTM__ebd-200__hid-200__bi-False__nlayer-1__tied-False__ntokens-50258__bs-7__bptt-35__lr-0.1__dp-True_partial-True_zerohidden-False__sigma-0.5__maxgradnorm-0.02__delta-8e-05.pt_ppl-1613.6348280_acc-0.01714_epoch-1
1,1538.5509194,0.05714,1.3355644917317022,396237,16110.367009120331,1000000,model/partialdp/20210414/001535/data-wikitext-2-add10b__model-LSTM__ebd-200__hid-200__bi-False__nlayer-1__tied-False__ntokens-50258__bs-7__bptt-35__lr-0.1__dp-True_partial-True_zerohidden-False__sigma-0.5__maxgradnorm-0.02__delta-8e-05.pt_ppl-1538.5509194_acc-0.05714_epoch-1
1,1462.4514341,0.02857,1.189667133373053,438404,16552.95041694288,1000000,model/partialdp/20210414/001535/data-wikitext-2-add10b__model-LSTM__ebd-200__hid-200__bi-False__nlayer-1__tied-False__ntokens-50258__bs-7__bptt-35__lr-0.1__dp-True_partial-True_zerohidden-False__sigma-0.5__maxgradnorm-0.02__delta-8e-05.pt_ppl-1462.4514341_acc-0.02857_epoch-1
1,1389.7040064,0.05714,0.9907990397140267,503199,17420.93512386932,1000000,model/partialdp/20210414/001535/data-wikitext-2-add10b__model-LSTM__ebd-200__hid-200__bi-False__nlayer-1__tied-False__ntokens-50258__bs-7__bptt-35__lr-0.1__dp-True_partial-True_zerohidden-False__sigma-0.5__maxgradnorm-0.02__delta-8e-05.pt_ppl-1389.7040064_acc-0.05714_epoch-1
1,1325.7509331,0.06286,0.8179586509562995,567244,18470.79789224687,1000000,model/partialdp/20210414/001535/data-wikitext-2-add10b__model-LSTM__ebd-200__hid-200__bi-False__nlayer-1__tied-False__ntokens-50258__bs-7__bptt-35__lr-0.1__dp-True_partial-True_zerohidden-False__sigma-0.5__maxgradnorm-0.02__delta-8e-05.pt_ppl-1325.7509331_acc-0.06286_epoch-1
