epoch,model_ppl,model_acc,canary_exposure,canary_rank,canary_ppl,TOTAL_CANDIDATES,model_path_x,epsilon,delta,alpha,model_path_y
33,331.1071101,0.28,0.8023358704665426,573420,17810.597971109597,1000000,model/dp/20210411/123315/data-wikitext-2-add10b__model-LSTM__ebd-200__hid-200__bi-False__nlayer-1__tied-False__ntokens-50258__bs-7__bptt-35__lr-0.1__dp-True_partial-False_zerohidden-False__sigma-0.25__maxgradnorm-0.1__delta-8e-05.pt_ppl-331.1071101_acc-0.28000_epoch-33,103.64,8e-05,1.2,model/dp/20210411/123315/data-wikitext-2-add10b__model-LSTM__ebd-200__hid-200__bi-False__nlayer-1__tied-False__ntokens-50258__bs-7__bptt-35__lr-0.1__dp-True_partial-False_zerohidden-False__sigma-0.25__maxgradnorm-0.1__delta-8e-05.pt_ppl-331.1071101_acc-0.28000_epoch-33
34,328.8431921,0.26857,0.6493149319056855,637583,18019.11975979624,1000000,model/dp/20210411/123315/data-wikitext-2-add10b__model-LSTM__ebd-200__hid-200__bi-False__nlayer-1__tied-False__ntokens-50258__bs-7__bptt-35__lr-0.1__dp-True_partial-False_zerohidden-False__sigma-0.25__maxgradnorm-0.1__delta-8e-05.pt_ppl-328.8431921_acc-0.26857_epoch-34,105.35,8e-05,1.2,model/dp/20210411/123315/data-wikitext-2-add10b__model-LSTM__ebd-200__hid-200__bi-False__nlayer-1__tied-False__ntokens-50258__bs-7__bptt-35__lr-0.1__dp-True_partial-False_zerohidden-False__sigma-0.25__maxgradnorm-0.1__delta-8e-05.pt_ppl-328.8431921_acc-0.26857_epoch-34
35,326.5206463,0.26286,0.5876888834742964,665408,19024.744141128696,1000000,model/dp/20210411/123315/data-wikitext-2-add10b__model-LSTM__ebd-200__hid-200__bi-False__nlayer-1__tied-False__ntokens-50258__bs-7__bptt-35__lr-0.1__dp-True_partial-False_zerohidden-False__sigma-0.25__maxgradnorm-0.1__delta-8e-05.pt_ppl-326.5206463_acc-0.26286_epoch-35,107.06,8e-05,1.2,model/dp/20210411/123315/data-wikitext-2-add10b__model-LSTM__ebd-200__hid-200__bi-False__nlayer-1__tied-False__ntokens-50258__bs-7__bptt-35__lr-0.1__dp-True_partial-False_zerohidden-False__sigma-0.25__maxgradnorm-0.1__delta-8e-05.pt_ppl-326.5206463_acc-0.26286_epoch-35
36,324.1820191,0.28571,0.4013851557074304,757131,20109.065457028435,1000000,model/dp/20210411/123315/data-wikitext-2-add10b__model-LSTM__ebd-200__hid-200__bi-False__nlayer-1__tied-False__ntokens-50258__bs-7__bptt-35__lr-0.1__dp-True_partial-False_zerohidden-False__sigma-0.25__maxgradnorm-0.1__delta-8e-05.pt_ppl-324.1820191_acc-0.28571_epoch-36,108.77,8e-05,1.2,model/dp/20210411/123315/data-wikitext-2-add10b__model-LSTM__ebd-200__hid-200__bi-False__nlayer-1__tied-False__ntokens-50258__bs-7__bptt-35__lr-0.1__dp-True_partial-False_zerohidden-False__sigma-0.25__maxgradnorm-0.1__delta-8e-05.pt_ppl-324.1820191_acc-0.28571_epoch-36
37,322.6213511,0.27429,0.5270402455359822,693977,19205.957603617204,1000000,model/dp/20210411/123315/data-wikitext-2-add10b__model-LSTM__ebd-200__hid-200__bi-False__nlayer-1__tied-False__ntokens-50258__bs-7__bptt-35__lr-0.1__dp-True_partial-False_zerohidden-False__sigma-0.25__maxgradnorm-0.1__delta-8e-05.pt_ppl-322.6213511_acc-0.27429_epoch-37,110.49,8e-05,1.2,model/dp/20210411/123315/data-wikitext-2-add10b__model-LSTM__ebd-200__hid-200__bi-False__nlayer-1__tied-False__ntokens-50258__bs-7__bptt-35__lr-0.1__dp-True_partial-False_zerohidden-False__sigma-0.25__maxgradnorm-0.1__delta-8e-05.pt_ppl-322.6213511_acc-0.27429_epoch-37
38,321.1282562,0.26286,0.514074498738605,700242,17502.49796490903,1000000,model/dp/20210411/123315/data-wikitext-2-add10b__model-LSTM__ebd-200__hid-200__bi-False__nlayer-1__tied-False__ntokens-50258__bs-7__bptt-35__lr-0.1__dp-True_partial-False_zerohidden-False__sigma-0.25__maxgradnorm-0.1__delta-8e-05.pt_ppl-321.1282562_acc-0.26286_epoch-38,112.20,8e-05,1.2,model/dp/20210411/123315/data-wikitext-2-add10b__model-LSTM__ebd-200__hid-200__bi-False__nlayer-1__tied-False__ntokens-50258__bs-7__bptt-35__lr-0.1__dp-True_partial-False_zerohidden-False__sigma-0.25__maxgradnorm-0.1__delta-8e-05.pt_ppl-321.1282562_acc-0.26286_epoch-38
39,319.3731198,0.27429,0.7217201996818332,606374,15674.648114346648,1000000,model/dp/20210411/123315/data-wikitext-2-add10b__model-LSTM__ebd-200__hid-200__bi-False__nlayer-1__tied-False__ntokens-50258__bs-7__bptt-35__lr-0.1__dp-True_partial-False_zerohidden-False__sigma-0.25__maxgradnorm-0.1__delta-8e-05.pt_ppl-319.3731198_acc-0.27429_epoch-39,113.91,8e-05,1.2,model/dp/20210411/123315/data-wikitext-2-add10b__model-LSTM__ebd-200__hid-200__bi-False__nlayer-1__tied-False__ntokens-50258__bs-7__bptt-35__lr-0.1__dp-True_partial-False_zerohidden-False__sigma-0.25__maxgradnorm-0.1__delta-8e-05.pt_ppl-319.3731198_acc-0.27429_epoch-39
40,317.8532625,0.29143,0.7727370270071034,585306,16077.38896662963,1000000,model/dp/20210411/123315/data-wikitext-2-add10b__model-LSTM__ebd-200__hid-200__bi-False__nlayer-1__tied-False__ntokens-50258__bs-7__bptt-35__lr-0.1__dp-True_partial-False_zerohidden-False__sigma-0.25__maxgradnorm-0.1__delta-8e-05.pt_ppl-317.8532625_acc-0.29143_epoch-40,115.62,8e-05,1.2,model/dp/20210411/123315/data-wikitext-2-add10b__model-LSTM__ebd-200__hid-200__bi-False__nlayer-1__tied-False__ntokens-50258__bs-7__bptt-35__lr-0.1__dp-True_partial-False_zerohidden-False__sigma-0.25__maxgradnorm-0.1__delta-8e-05.pt_ppl-317.8532625_acc-0.29143_epoch-40
41,316.2092384,0.29143,1.1857793730971515,439587,15239.7937840223,1000000,model/dp/20210411/123315/data-wikitext-2-add10b__model-LSTM__ebd-200__hid-200__bi-False__nlayer-1__tied-False__ntokens-50258__bs-7__bptt-35__lr-0.1__dp-True_partial-False_zerohidden-False__sigma-0.25__maxgradnorm-0.1__delta-8e-05.pt_ppl-316.2092384_acc-0.29143_epoch-41,117.33,8e-05,1.2,model/dp/20210411/123315/data-wikitext-2-add10b__model-LSTM__ebd-200__hid-200__bi-False__nlayer-1__tied-False__ntokens-50258__bs-7__bptt-35__lr-0.1__dp-True_partial-False_zerohidden-False__sigma-0.25__maxgradnorm-0.1__delta-8e-05.pt_ppl-316.2092384_acc-0.29143_epoch-41
42,315.0836122,0.27429,1.0560381773119758,480951,15178.02503821856,1000000,model/dp/20210411/123315/data-wikitext-2-add10b__model-LSTM__ebd-200__hid-200__bi-False__nlayer-1__tied-False__ntokens-50258__bs-7__bptt-35__lr-0.1__dp-True_partial-False_zerohidden-False__sigma-0.25__maxgradnorm-0.1__delta-8e-05.pt_ppl-315.0836122_acc-0.27429_epoch-42,119.04,8e-05,1.2,model/dp/20210411/123315/data-wikitext-2-add10b__model-LSTM__ebd-200__hid-200__bi-False__nlayer-1__tied-False__ntokens-50258__bs-7__bptt-35__lr-0.1__dp-True_partial-False_zerohidden-False__sigma-0.25__maxgradnorm-0.1__delta-8e-05.pt_ppl-315.0836122_acc-0.27429_epoch-42
43,313.1885406,0.28,1.3817538254923285,383752,15360.063838244218,1000000,model/dp/20210411/123315/data-wikitext-2-add10b__model-LSTM__ebd-200__hid-200__bi-False__nlayer-1__tied-False__ntokens-50258__bs-7__bptt-35__lr-0.1__dp-True_partial-False_zerohidden-False__sigma-0.25__maxgradnorm-0.1__delta-8e-05.pt_ppl-313.1885406_acc-0.28000_epoch-43,120.75,8e-05,1.2,model/dp/20210411/123315/data-wikitext-2-add10b__model-LSTM__ebd-200__hid-200__bi-False__nlayer-1__tied-False__ntokens-50258__bs-7__bptt-35__lr-0.1__dp-True_partial-False_zerohidden-False__sigma-0.25__maxgradnorm-0.1__delta-8e-05.pt_ppl-313.1885406_acc-0.28000_epoch-43
44,312.5451683,0.28,1.4984681176902406,353929,15251.952002440285,1000000,model/dp/20210411/123315/data-wikitext-2-add10b__model-LSTM__ebd-200__hid-200__bi-False__nlayer-1__tied-False__ntokens-50258__bs-7__bptt-35__lr-0.1__dp-True_partial-False_zerohidden-False__sigma-0.25__maxgradnorm-0.1__delta-8e-05.pt_ppl-312.5451683_acc-0.28000_epoch-44,122.46,8e-05,1.2,model/dp/20210411/123315/data-wikitext-2-add10b__model-LSTM__ebd-200__hid-200__bi-False__nlayer-1__tied-False__ntokens-50258__bs-7__bptt-35__lr-0.1__dp-True_partial-False_zerohidden-False__sigma-0.25__maxgradnorm-0.1__delta-8e-05.pt_ppl-312.5451683_acc-0.28000_epoch-44
45,311.1619072,0.28571,1.665413419041073,315254,13818.226909577246,1000000,model/dp/20210411/123315/data-wikitext-2-add10b__model-LSTM__ebd-200__hid-200__bi-False__nlayer-1__tied-False__ntokens-50258__bs-7__bptt-35__lr-0.1__dp-True_partial-False_zerohidden-False__sigma-0.25__maxgradnorm-0.1__delta-8e-05.pt_ppl-311.1619072_acc-0.28571_epoch-45,124.18,8e-05,1.2,model/dp/20210411/123315/data-wikitext-2-add10b__model-LSTM__ebd-200__hid-200__bi-False__nlayer-1__tied-False__ntokens-50258__bs-7__bptt-35__lr-0.1__dp-True_partial-False_zerohidden-False__sigma-0.25__maxgradnorm-0.1__delta-8e-05.pt_ppl-311.1619072_acc-0.28571_epoch-45
46,309.8322821,0.28,2.1139915258768696,231007,12079.356062927056,1000000,model/dp/20210411/123315/data-wikitext-2-add10b__model-LSTM__ebd-200__hid-200__bi-False__nlayer-1__tied-False__ntokens-50258__bs-7__bptt-35__lr-0.1__dp-True_partial-False_zerohidden-False__sigma-0.25__maxgradnorm-0.1__delta-8e-05.pt_ppl-309.8322821_acc-0.28000_epoch-46,125.89,8e-05,1.2,model/dp/20210411/123315/data-wikitext-2-add10b__model-LSTM__ebd-200__hid-200__bi-False__nlayer-1__tied-False__ntokens-50258__bs-7__bptt-35__lr-0.1__dp-True_partial-False_zerohidden-False__sigma-0.25__maxgradnorm-0.1__delta-8e-05.pt_ppl-309.8322821_acc-0.28000_epoch-46
47,308.0404453,0.28,1.662199865940483,315957,14128.475463328983,1000000,model/dp/20210411/123315/data-wikitext-2-add10b__model-LSTM__ebd-200__hid-200__bi-False__nlayer-1__tied-False__ntokens-50258__bs-7__bptt-35__lr-0.1__dp-True_partial-False_zerohidden-False__sigma-0.25__maxgradnorm-0.1__delta-8e-05.pt_ppl-308.0404453_acc-0.28000_epoch-47,127.60,8e-05,1.2,model/dp/20210411/123315/data-wikitext-2-add10b__model-LSTM__ebd-200__hid-200__bi-False__nlayer-1__tied-False__ntokens-50258__bs-7__bptt-35__lr-0.1__dp-True_partial-False_zerohidden-False__sigma-0.25__maxgradnorm-0.1__delta-8e-05.pt_ppl-308.0404453_acc-0.28000_epoch-47
48,306.9334843,0.28,1.5715702780890126,336442,13980.941319386662,1000000,model/dp/20210411/123315/data-wikitext-2-add10b__model-LSTM__ebd-200__hid-200__bi-False__nlayer-1__tied-False__ntokens-50258__bs-7__bptt-35__lr-0.1__dp-True_partial-False_zerohidden-False__sigma-0.25__maxgradnorm-0.1__delta-8e-05.pt_ppl-306.9334843_acc-0.28000_epoch-48,129.31,8e-05,1.2,model/dp/20210411/123315/data-wikitext-2-add10b__model-LSTM__ebd-200__hid-200__bi-False__nlayer-1__tied-False__ntokens-50258__bs-7__bptt-35__lr-0.1__dp-True_partial-False_zerohidden-False__sigma-0.25__maxgradnorm-0.1__delta-8e-05.pt_ppl-306.9334843_acc-0.28000_epoch-48
49,305.4831404,0.27429,1.6374683929960128,321420,14662.622022557514,1000000,model/dp/20210411/123315/data-wikitext-2-add10b__model-LSTM__ebd-200__hid-200__bi-False__nlayer-1__tied-False__ntokens-50258__bs-7__bptt-35__lr-0.1__dp-True_partial-False_zerohidden-False__sigma-0.25__maxgradnorm-0.1__delta-8e-05.pt_ppl-305.4831404_acc-0.27429_epoch-49,131.02,8e-05,1.2,model/dp/20210411/123315/data-wikitext-2-add10b__model-LSTM__ebd-200__hid-200__bi-False__nlayer-1__tied-False__ntokens-50258__bs-7__bptt-35__lr-0.1__dp-True_partial-False_zerohidden-False__sigma-0.25__maxgradnorm-0.1__delta-8e-05.pt_ppl-305.4831404_acc-0.27429_epoch-49
50,305.337453,0.28571,1.7062905134636672,306447,15755.440897441997,1000000,model/dp/20210411/123315/data-wikitext-2-add10b__model-LSTM__ebd-200__hid-200__bi-False__nlayer-1__tied-False__ntokens-50258__bs-7__bptt-35__lr-0.1__dp-True_partial-False_zerohidden-False__sigma-0.25__maxgradnorm-0.1__delta-8e-05.pt_ppl-305.3374530_acc-0.28571_epoch-50,132.73,8e-05,1.2,model/dp/20210411/123315/data-wikitext-2-add10b__model-LSTM__ebd-200__hid-200__bi-False__nlayer-1__tied-False__ntokens-50258__bs-7__bptt-35__lr-0.1__dp-True_partial-False_zerohidden-False__sigma-0.25__maxgradnorm-0.1__delta-8e-05.pt_ppl-305.3374530_acc-0.28571_epoch-50
