epoch,model_ppl,model_acc,canary_exposure,canary_rank,canary_ppl,TOTAL_CANDIDATES
0,50434.7282047,0.0,1.9027775698212892,267428,50541.71333605561,1000000
1,2078.1816398,0.06286,0.12387876220903138,917717,23757.197463455672,1000000
2,1695.1551616,0.06286,0.3197476671711179,801210,20117.276472451627,1000000
3,1490.4512709,0.06286,0.25578722672682375,837530,20205.052552454115,1000000
4,1292.0344489,0.09714,0.08571868582201247,942315,22431.77690091238,1000000
5,1007.9209422,0.11429,0.1517209939969888,900176,20762.57449955025,1000000
6,871.2863492,0.14857,0.19592330521521006,873014,20023.41537298019,1000000
7,781.6443322,0.18286,0.0684863702877152,953638,22591.987131278354,1000000
8,712.1233823,0.2,0.12395107822275264,917671,19775.822568632964,1000000
9,657.512999,0.21143,0.08580442501008534,942259,19453.42321791596,1000000
10,620.9710981,0.22286,0.04933749763268125,966380,20851.360767018235,1000000
11,592.7892741,0.22857,0.03617227411632129,975239,20780.193309445855,1000000
12,569.526415,0.22857,0.03235918084246592,977820,21851.422211804027,1000000
13,548.5724137,0.22857,0.06432603260088854,956392,19682.093132619957,1000000
14,532.8611345,0.23429,0.11925649386297366,920662,18187.962919848957,1000000
15,517.9535435,0.23429,0.06573865815078506,955456,19435.422636398864,1000000
16,505.8960238,0.25714,0.1164292292883573,922468,17539.79945445293,1000000
17,497.0278839,0.25714,0.05600368150134116,961925,18556.301465225566,1000000
18,489.4443183,0.24571,0.057110958656746647,961187,17171.316682050157,1000000
19,482.6726228,0.25143,0.11371363929099942,924206,16773.893200915103,1000000
20,474.7684468,0.26857,0.14295696198954033,905661,18398.5276406954,1000000
21,469.3619152,0.26286,0.1931381516977666,874701,18475.604930485497,1000000
22,461.9831974,0.25714,0.30674634584887883,808463,17331.808414570674,1000000
23,456.4591915,0.26857,0.43623855377744647,739059,15390.259970248755,1000000
24,450.6984705,0.26286,0.6029549943000063,658404,13816.99010723305,1000000
25,447.1467378,0.26286,0.4059349776217651,754747,16741.489821541312,1000000
26,443.3087215,0.26286,0.40555081829828055,754948,16817.73830170653,1000000
27,439.438084,0.26286,0.2858468177712581,820260,20104.28534865661,1000000
28,434.599371,0.26286,0.3148923036397129,803911,19024.15319352847,1000000
29,430.2887382,0.26286,0.32633503877301706,797560,20682.71935137706,1000000
30,426.8253288,0.26286,0.37103421376638224,773228,21055.693685854054,1000000
31,422.4478917,0.26286,0.206415365411182,866688,23990.23982048595,1000000
32,419.3127722,0.26286,0.24103682253644365,846137,21209.31325980269,1000000
33,417.0054236,0.24571,0.2979294049409731,813419,21129.194999670402,1000000
34,413.7750438,0.26857,0.1838344984000777,880360,22435.834223387636,1000000
35,410.689212,0.25714,0.2716040244211193,828398,22130.966052840573,1000000
36,407.8495174,0.26286,0.15060916186396156,900870,23857.492616741194,1000000
37,405.1200462,0.28,0.18524123647744517,879502,22676.068689683023,1000000
38,403.7220424,0.27429,0.16438793723367695,892307,21497.161797047484,1000000
39,401.7589602,0.26857,0.3042680330842842,809853,18009.981219622325,1000000
40,400.2396121,0.26286,0.37465094784811015,771292,18451.592298451902,1000000
41,399.4074585,0.26857,0.5121473637482943,701178,19743.483110633708,1000000
42,397.4137613,0.27429,0.3993058748828098,758223,18692.296981623094,1000000
43,395.4410979,0.26857,0.4819000011592891,716034,18962.929101529906,1000000
44,394.6557537,0.26286,0.5193770925764767,697673,18765.44633712923,1000000
45,393.3106152,0.25714,0.5688606046612286,674149,17815.517168664137,1000000
46,392.0900288,0.25714,0.7344046802490496,601066,16008.796406097232,1000000
47,389.8930029,0.26286,0.5093826361833216,702523,18502.30422007506,1000000
48,388.7412414,0.26286,0.45933586293181605,727321,18634.005447561307,1000000
49,386.9065034,0.26857,0.4171280356118885,748914,20533.046786305593,1000000
50,386.8141878,0.25714,0.44201456411719064,736106,21215.682761361295,1000000
