epoch,model_ppl,model_acc,canary_exposure,canary_rank,canary_ppl,TOTAL_CANDIDATES,epsilon,delta,alpha,model_path
0,50434.6320767,0.0,1.9027775698212888,267428,50541.71333605561,1000000,0,0,0,model/nodp/20210413/115956/data-wikitext-2-add10b__model-LSTM__ebd-200__hid-200__bi-False__nlayer-1__tied-False__ntokens-50258__bs-16__bptt-35__lr-20.0__dp-False_partial-False_zerohidden-False.pt_ppl-50434.6320767_acc-0.00000_epoch-0
1,135.8187717,0.33333,16.609640474436812,10,253.4890230209027,1000000,0,0,0,model/nodp/20210413/115956/data-wikitext-2-add10b__model-LSTM__ebd-200__hid-200__bi-False__nlayer-1__tied-False__ntokens-50258__bs-16__bptt-35__lr-20.0__dp-False_partial-False_zerohidden-False.pt_ppl-135.8187717_acc-0.33333_epoch-1
1,358.7824882,0.23125,0.4925574837750588,710764,15678.23723518427,1000000,0,0,0,model/nodp/20210413/115956/data-wikitext-2-add10b__model-LSTM__ebd-200__hid-200__bi-False__nlayer-1__tied-False__ntokens-50258__bs-16__bptt-35__lr-20.0__dp-False_partial-False_zerohidden-False.pt_ppl-358.7824882_acc-0.23125_epoch-1
1,149.5995507,0.34167,8.46753341713426,2825,2087.3036510016477,1000000,0,0,0,model/nodp/20210413/115956/data-wikitext-2-add10b__model-LSTM__ebd-200__hid-200__bi-False__nlayer-1__tied-False__ntokens-50258__bs-16__bptt-35__lr-20.0__dp-False_partial-False_zerohidden-False.pt_ppl-149.5995507_acc-0.34167_epoch-1
1,252.7169439,0.30625,0.424201688818421,745251,24135.731290494336,1000000,0,0,0,model/nodp/20210413/115956/data-wikitext-2-add10b__model-LSTM__ebd-200__hid-200__bi-False__nlayer-1__tied-False__ntokens-50258__bs-16__bptt-35__lr-20.0__dp-False_partial-False_zerohidden-False.pt_ppl-252.7169439_acc-0.30625_epoch-1
1,120.2775869,0.34583,14.28771237954945,50,387.1688916706687,1000000,0,0,0,model/nodp/20210413/115956/data-wikitext-2-add10b__model-LSTM__ebd-200__hid-200__bi-False__nlayer-1__tied-False__ntokens-50258__bs-16__bptt-35__lr-20.0__dp-False_partial-False_zerohidden-False.pt_ppl-120.2775869_acc-0.34583_epoch-1
1,136.8828357,0.32292,19.93156856932417,1,142.31908390935033,1000000,0,0,0,model/nodp/20210413/115956/data-wikitext-2-add10b__model-LSTM__ebd-200__hid-200__bi-False__nlayer-1__tied-False__ntokens-50258__bs-16__bptt-35__lr-20.0__dp-False_partial-False_zerohidden-False.pt_ppl-136.8828357_acc-0.32292_epoch-1
1,149.7112213,0.30417,14.844105728073837,34,590.7109702283387,1000000,0,0,0,model/nodp/20210413/115956/data-wikitext-2-add10b__model-LSTM__ebd-200__hid-200__bi-False__nlayer-1__tied-False__ntokens-50258__bs-16__bptt-35__lr-20.0__dp-False_partial-False_zerohidden-False.pt_ppl-149.7112213_acc-0.30417_epoch-1
1,243.0424927,0.27917,2.7688625508417566,146720,13701.575461332675,1000000,0,0,0,model/nodp/20210413/115956/data-wikitext-2-add10b__model-LSTM__ebd-200__hid-200__bi-False__nlayer-1__tied-False__ntokens-50258__bs-16__bptt-35__lr-20.0__dp-False_partial-False_zerohidden-False.pt_ppl-243.0424927_acc-0.27917_epoch-1
1,124.1699877,0.32917,15.683641055880589,19,169.9653436371483,1000000,0,0,0,model/nodp/20210413/115956/data-wikitext-2-add10b__model-LSTM__ebd-200__hid-200__bi-False__nlayer-1__tied-False__ntokens-50258__bs-16__bptt-35__lr-20.0__dp-False_partial-False_zerohidden-False.pt_ppl-124.1699877_acc-0.32917_epoch-1
1,138.6822101,0.31875,11.582840415093097,326,984.65421036827,1000000,0,0,0,model/nodp/20210413/115956/data-wikitext-2-add10b__model-LSTM__ebd-200__hid-200__bi-False__nlayer-1__tied-False__ntokens-50258__bs-16__bptt-35__lr-20.0__dp-False_partial-False_zerohidden-False.pt_ppl-138.6822101_acc-0.31875_epoch-1
1,123.4018508,0.32083,16.472136950686878,11,286.4010539026478,1000000,0,0,0,model/nodp/20210413/115956/data-wikitext-2-add10b__model-LSTM__ebd-200__hid-200__bi-False__nlayer-1__tied-False__ntokens-50258__bs-16__bptt-35__lr-20.0__dp-False_partial-False_zerohidden-False.pt_ppl-123.4018508_acc-0.32083_epoch-1
1,146.1091712,0.3125,8.368372297107435,3026,1580.3086431018123,1000000,0,0,0,model/nodp/20210413/115956/data-wikitext-2-add10b__model-LSTM__ebd-200__hid-200__bi-False__nlayer-1__tied-False__ntokens-50258__bs-16__bptt-35__lr-20.0__dp-False_partial-False_zerohidden-False.pt_ppl-146.1091712_acc-0.31250_epoch-1
1,197.3582716,0.31458,2.1286042083109784,228679,12869.61185383444,1000000,0,0,0,model/nodp/20210413/115956/data-wikitext-2-add10b__model-LSTM__ebd-200__hid-200__bi-False__nlayer-1__tied-False__ntokens-50258__bs-16__bptt-35__lr-20.0__dp-False_partial-False_zerohidden-False.pt_ppl-197.3582716_acc-0.31458_epoch-1
1,152.6828704,0.3375,5.278163652577193,25770,3731.9372202102654,1000000,0,0,0,model/nodp/20210413/115956/data-wikitext-2-add10b__model-LSTM__ebd-200__hid-200__bi-False__nlayer-1__tied-False__ntokens-50258__bs-16__bptt-35__lr-20.0__dp-False_partial-False_zerohidden-False.pt_ppl-152.6828704_acc-0.33750_epoch-1
1,480.5830558,0.25833,0.1434301530619848,905364,16965.05779218631,1000000,0,0,0,model/nodp/20210413/115956/data-wikitext-2-add10b__model-LSTM__ebd-200__hid-200__bi-False__nlayer-1__tied-False__ntokens-50258__bs-16__bptt-35__lr-20.0__dp-False_partial-False_zerohidden-False.pt_ppl-480.5830558_acc-0.25833_epoch-1
1,168.7958012,0.325,5.586371258666825,20813,5869.652175429818,1000000,0,0,0,model/nodp/20210413/115956/data-wikitext-2-add10b__model-LSTM__ebd-200__hid-200__bi-False__nlayer-1__tied-False__ntokens-50258__bs-16__bptt-35__lr-20.0__dp-False_partial-False_zerohidden-False.pt_ppl-168.7958012_acc-0.32500_epoch-1
1,171.5517288,0.31875,6.607528697956958,10255,2280.7672429374497,1000000,0,0,0,model/nodp/20210413/115956/data-wikitext-2-add10b__model-LSTM__ebd-200__hid-200__bi-False__nlayer-1__tied-False__ntokens-50258__bs-16__bptt-35__lr-20.0__dp-False_partial-False_zerohidden-False.pt_ppl-171.5517288_acc-0.31875_epoch-1
1,128.2339098,0.31667,16.231128851183083,13,393.99596516283947,1000000,0,0,0,model/nodp/20210413/115956/data-wikitext-2-add10b__model-LSTM__ebd-200__hid-200__bi-False__nlayer-1__tied-False__ntokens-50258__bs-16__bptt-35__lr-20.0__dp-False_partial-False_zerohidden-False.pt_ppl-128.2339098_acc-0.31667_epoch-1
1,177.6838498,0.30625,3.388385670451424,95498,9128.298845879775,1000000,0,0,0,model/nodp/20210413/115956/data-wikitext-2-add10b__model-LSTM__ebd-200__hid-200__bi-False__nlayer-1__tied-False__ntokens-50258__bs-16__bptt-35__lr-20.0__dp-False_partial-False_zerohidden-False.pt_ppl-177.6838498_acc-0.30625_epoch-1
1,123.8826905,0.34583,16.346606068603016,12,221.77156692308048,1000000,0,0,0,model/nodp/20210413/115956/data-wikitext-2-add10b__model-LSTM__ebd-200__hid-200__bi-False__nlayer-1__tied-False__ntokens-50258__bs-16__bptt-35__lr-20.0__dp-False_partial-False_zerohidden-False.pt_ppl-123.8826905_acc-0.34583_epoch-1
1,207.7675137,0.30625,1.97495419102356,254378,22213.371151786185,1000000,0,0,0,model/nodp/20210413/115956/data-wikitext-2-add10b__model-LSTM__ebd-200__hid-200__bi-False__nlayer-1__tied-False__ntokens-50258__bs-16__bptt-35__lr-20.0__dp-False_partial-False_zerohidden-False.pt_ppl-207.7675137_acc-0.30625_epoch-1
1,128.5498392,0.31667,16.124213647266572,14,404.2392499074369,1000000,0,0,0,model/nodp/20210413/115956/data-wikitext-2-add10b__model-LSTM__ebd-200__hid-200__bi-False__nlayer-1__tied-False__ntokens-50258__bs-16__bptt-35__lr-20.0__dp-False_partial-False_zerohidden-False.pt_ppl-128.5498392_acc-0.31667_epoch-1
